amplitude,noise,band_pass,window_size,time_interval,density,location,condition,method,crit_p_val,total,positives,global_significant,TP,FP,TN,FN,type_I_ER,type_II_ER
"(60, 30)",low,True,0.012,False,86,True,baseline,mc_w,0.0100809729818188,504,0,False,0,0,360,144,0.0,1.0
"(60, 30)",low,True,0.012,False,86,True,vs,mc_w,0.0100809729818188,504,22,False,22,0,360,122,0.0,0.8472222222222222
"(60, 30)",low,True,0.012,False,86,False,baseline,mc_w,0.0056650177570259,1596,2,False,0,2,1450,144,0.0013774104683195593,1.0
"(60, 30)",low,True,0.012,False,86,False,vs,mc_w,0.0056650177570259,1596,20,False,18,2,1450,126,0.0013774104683195593,0.875
"(60, 30)",low,True,0.012,False,64,True,baseline,mc_w,0.0131990919337113,294,0,False,0,0,210,84,0.0,1.0
"(60, 30)",low,True,0.012,False,64,True,vs,mc_w,0.0131990919337113,294,16,True,14,2,208,70,0.009523809523809525,0.8333333333333334
"(60, 30)",low,True,0.012,False,64,False,baseline,mc_w,0.0067206486545459,1134,2,False,0,2,1048,84,0.0019047619047619048,1.0
"(60, 30)",low,True,0.012,False,64,False,vs,mc_w,0.0067206486545459,1134,17,False,13,4,1046,71,0.0038095238095238095,0.8452380952380952
"(60, 30)",low,True,0.012,False,31,True,baseline,mc_w,0.0201619459636377,126,0,False,0,0,90,36,0.0,1.0
"(60, 30)",low,True,0.012,False,31,True,vs,mc_w,0.0201619459636377,126,13,True,11,2,88,25,0.022222222222222223,0.6944444444444444
"(60, 30)",low,True,0.012,False,31,False,baseline,mc_w,0.0100809729818188,504,4,False,0,4,464,36,0.008547008547008548,1.0
"(60, 30)",low,True,0.012,False,31,False,vs,mc_w,0.0100809729818188,504,13,False,6,7,461,30,0.014957264957264958,0.8333333333333334
"(60, 30)",low,True,0.02,True,86,True,baseline,mc_w,0.0186338998124982,156,0,False,0,0,60,96,0.0,1.0
"(60, 30)",low,True,0.02,True,86,True,vs,mc_w,0.0186338998124982,156,15,True,13,2,58,83,0.03333333333333333,0.8645833333333334
"(60, 30)",low,True,0.02,True,86,False,baseline,mc_w,0.0104713477072923,494,0,False,0,0,398,96,0.0,1.0
"(60, 30)",low,True,0.02,True,86,False,vs,mc_w,0.0104713477072923,494,14,False,12,2,396,84,0.005025125628140704,0.875
"(60, 30)",low,True,0.02,True,64,True,baseline,mc_w,0.0243975018237133,91,0,False,0,0,35,56,0.0,1.0
"(60, 30)",low,True,0.02,True,64,True,vs,mc_w,0.0243975018237133,91,16,True,14,2,33,42,0.05714285714285714,0.75
"(60, 30)",low,True,0.02,True,64,False,baseline,mc_w,0.0124225998749988,351,0,False,0,0,295,56,0.0,1.0
"(60, 30)",low,True,0.02,True,64,False,vs,mc_w,0.0124225998749988,351,12,False,8,4,291,48,0.013559322033898305,0.8571428571428571
"(60, 30)",low,True,0.02,True,31,True,baseline,mc_w,0.0372677996249964,39,0,False,0,0,15,24,0.0,1.0
"(60, 30)",low,True,0.02,True,31,True,vs,mc_w,0.0372677996249964,39,9,True,7,2,13,17,0.13333333333333333,0.7083333333333334
"(60, 30)",low,True,0.02,True,31,False,baseline,mc_w,0.0186338998124982,156,0,False,0,0,132,24,0.0,1.0
"(60, 30)",low,True,0.02,True,31,False,vs,mc_w,0.0186338998124982,156,9,True,5,4,128,19,0.030303030303030304,0.7916666666666666
"(60, 30)",low,True,0.02,False,86,True,baseline,mc_w,0.012909944487358,312,0,False,0,0,216,96,0.0,1.0
"(60, 30)",low,True,0.02,False,86,True,vs,mc_w,0.012909944487358,312,15,False,13,2,214,83,0.009259259259259259,0.8645833333333334
"(60, 30)",low,True,0.02,False,86,False,baseline,mc_w,0.0072547625011001,988,0,False,0,0,892,96,0.0,1.0
"(60, 30)",low,True,0.02,False,86,False,vs,mc_w,0.0072547625011001,988,14,False,12,2,890,84,0.002242152466367713,0.875
"(60, 30)",low,True,0.02,False,64,True,baseline,mc_w,0.0169030850945703,182,0,False,0,0,126,56,0.0,1.0
"(60, 30)",low,True,0.02,False,64,True,vs,mc_w,0.0169030850945703,182,10,True,8,2,124,48,0.015873015873015872,0.8571428571428571
"(60, 30)",low,True,0.02,False,64,False,baseline,mc_w,0.0086066296582387,702,0,False,0,0,646,56,0.0,1.0
"(60, 30)",low,True,0.02,False,64,False,vs,mc_w,0.0086066296582387,702,9,False,7,2,644,49,0.0030959752321981426,0.875
"(60, 30)",low,True,0.02,False,31,True,baseline,mc_w,0.0258198889747161,78,0,False,0,0,54,24,0.0,1.0
"(60, 30)",low,True,0.02,False,31,True,vs,mc_w,0.0258198889747161,78,7,True,5,2,52,19,0.037037037037037035,0.7916666666666666
"(60, 30)",low,True,0.02,False,31,False,baseline,mc_w,0.012909944487358,312,0,False,0,0,288,24,0.0,1.0
"(60, 30)",low,True,0.02,False,31,False,vs,mc_w,0.012909944487358,312,9,False,5,4,284,19,0.013888888888888888,0.7916666666666666
"(60, 30)",low,False,0.004,True,86,True,baseline,mc_w,0.0081978229472994,756,2,False,2,0,300,454,0.0,0.9956140350877193
"(60, 30)",low,False,0.004,True,86,True,vs,mc_w,0.0081978229472994,756,91,True,84,7,293,372,0.023333333333333334,0.8157894736842105
"(60, 30)",low,False,0.004,True,86,False,baseline,mc_w,0.0046067787949796,2394,6,False,2,4,1934,454,0.0020639834881320948,0.9956140350877193
"(60, 30)",low,False,0.004,True,86,False,vs,mc_w,0.0046067787949796,2394,82,False,75,7,1931,381,0.003611971104231166,0.8355263157894737
"(60, 30)",low,False,0.004,True,64,True,baseline,mc_w,0.0107334697685272,441,2,False,2,0,175,264,0.0,0.9924812030075187
"(60, 30)",low,False,0.004,True,64,True,vs,mc_w,0.0107334697685272,441,57,True,55,2,173,211,0.011428571428571429,0.793233082706767
"(60, 30)",low,False,0.004,True,64,False,baseline,mc_w,0.0054652152981996,1701,6,False,0,6,1429,266,0.004181184668989547,1.0
"(60, 30)",low,False,0.004,True,64,False,vs,mc_w,0.0054652152981996,1701,55,False,48,7,1428,218,0.004878048780487805,0.8195488721804511
"(60, 30)",low,False,0.004,True,31,True,baseline,mc_w,0.0163956458945988,189,3,False,3,0,75,111,0.0,0.9736842105263158
"(60, 30)",low,False,0.004,True,31,True,vs,mc_w,0.0163956458945988,189,24,True,24,0,75,90,0.0,0.7894736842105263
"(60, 30)",low,False,0.004,True,31,False,baseline,mc_w,0.0081978229472994,756,7,False,0,7,635,114,0.010903426791277258,1.0
"(60, 30)",low,False,0.004,True,31,False,vs,mc_w,0.0081978229472994,756,24,False,17,7,635,97,0.010903426791277258,0.8508771929824561
"(60, 30)",low,False,0.004,False,86,True,baseline,mc_w,0.0057735026918962,1512,4,False,2,2,1054,454,0.001893939393939394,0.9956140350877193
"(60, 30)",low,False,0.004,False,86,True,vs,mc_w,0.0057735026918962,1512,86,True,80,6,1050,376,0.005681818181818182,0.8245614035087719
"(60, 30)",low,False,0.004,False,86,False,baseline,mc_w,0.0032444284226152,4788,9,False,0,9,4323,456,0.002077562326869806,1.0
"(60, 30)",low,False,0.004,False,86,False,vs,mc_w,0.0032444284226152,4788,71,False,64,7,4325,392,0.001615881809787627,0.8596491228070176
"(60, 30)",low,False,0.004,False,64,True,baseline,mc_w,0.0075592894601845,882,0,False,0,0,616,266,0.0,1.0
"(60, 30)",low,False,0.004,False,64,True,vs,mc_w,0.0075592894601845,882,55,True,51,4,612,215,0.006493506493506494,0.8082706766917294
"(60, 30)",low,False,0.004,False,64,False,baseline,mc_w,0.0038490017945975,3402,9,False,0,9,3127,266,0.0028698979591836736,1.0
"(60, 30)",low,False,0.004,False,64,False,vs,mc_w,0.0038490017945975,3402,47,False,44,3,3133,222,0.0009566326530612245,0.8345864661654135
"(60, 30)",low,False,0.004,False,31,True,baseline,mc_w,0.0115470053837925,378,2,False,2,0,264,112,0.0,0.9824561403508771
"(60, 30)",low,False,0.004,False,31,True,vs,mc_w,0.0115470053837925,378,17,False,17,0,264,97,0.0,0.8508771929824561
"(60, 30)",low,False,0.004,False,31,False,baseline,mc_w,0.0057735026918962,1512,11,False,0,11,1387,114,0.007868383404864092,1.0
"(60, 30)",low,False,0.004,False,31,False,vs,mc_w,0.0057735026918962,1512,20,False,17,3,1395,97,0.002145922746781116,0.8508771929824561
"(60, 30)",low,False,0.012,True,86,True,baseline,mc_w,0.0144337567297406,252,2,False,2,0,108,142,0.0,0.9861111111111112
"(60, 30)",low,False,0.012,True,86,True,vs,mc_w,0.0144337567297406,252,36,True,33,3,105,111,0.027777777777777776,0.7708333333333334
"(60, 30)",low,False,0.012,True,86,False,baseline,mc_w,0.0081110710565381,798,2,False,0,2,652,144,0.0030581039755351682,1.0
"(60, 30)",low,False,0.012,True,86,False,vs,mc_w,0.0081110710565381,798,25,False,25,0,654,119,0.0,0.8263888888888888
"(60, 30)",low,False,0.012,True,64,True,baseline,mc_w,0.0188982236504613,147,2,False,2,0,63,82,0.0,0.9761904761904762
"(60, 30)",low,False,0.012,True,64,True,vs,mc_w,0.0188982236504613,147,24,True,22,2,61,62,0.031746031746031744,0.7380952380952381
"(60, 30)",low,False,0.012,True,64,False,baseline,mc_w,0.0096225044864937,567,2,False,0,2,481,84,0.004140786749482402,1.0
"(60, 30)",low,False,0.012,True,64,False,vs,mc_w,0.0096225044864937,567,17,False,17,0,483,67,0.0,0.7976190476190477
"(60, 30)",low,False,0.012,True,31,True,baseline,mc_w,0.0288675134594812,63,0,False,0,0,27,36,0.0,1.0
"(60, 30)",low,False,0.012,True,31,True,vs,mc_w,0.0288675134594812,63,9,True,9,0,27,27,0.0,0.75
"(60, 30)",low,False,0.012,True,31,False,baseline,mc_w,0.0144337567297406,252,2,False,0,2,214,36,0.009259259259259259,1.0
"(60, 30)",low,False,0.012,True,31,False,vs,mc_w,0.0144337567297406,252,6,False,6,0,216,30,0.0,0.8333333333333334
"(60, 30)",low,False,0.012,False,86,True,baseline,mc_w,0.0100809729818188,504,1,False,0,1,359,144,0.002777777777777778,1.0
"(60, 30)",low,False,0.012,False,86,True,vs,mc_w,0.0100809729818188,504,29,True,28,1,359,116,0.002777777777777778,0.8055555555555556
"(60, 30)",low,False,0.012,False,86,False,baseline,mc_w,0.0056650177570259,1596,3,False,0,3,1449,144,0.002066115702479339,1.0
"(60, 30)",low,False,0.012,False,86,False,vs,mc_w,0.0056650177570259,1596,22,False,21,1,1451,123,0.0006887052341597796,0.8541666666666666
"(60, 30)",low,False,0.012,False,64,True,baseline,mc_w,0.0131990919337113,294,2,False,2,0,210,82,0.0,0.9761904761904762
"(60, 30)",low,False,0.012,False,64,True,vs,mc_w,0.0131990919337113,294,22,True,19,3,207,65,0.014285714285714285,0.7738095238095238
"(60, 30)",low,False,0.012,False,64,False,baseline,mc_w,0.0067206486545459,1134,2,False,0,2,1048,84,0.0019047619047619048,1.0
"(60, 30)",low,False,0.012,False,64,False,vs,mc_w,0.0067206486545459,1134,16,False,15,1,1049,69,0.0009523809523809524,0.8214285714285714
"(60, 30)",low,False,0.012,False,31,True,baseline,mc_w,0.0201619459636377,126,0,False,0,0,90,36,0.0,1.0
"(60, 30)",low,False,0.012,False,31,True,vs,mc_w,0.0201619459636377,126,9,True,9,0,90,27,0.0,0.75
"(60, 30)",low,False,0.012,False,31,False,baseline,mc_w,0.0100809729818188,504,4,False,0,4,464,36,0.008547008547008548,1.0
"(60, 30)",low,False,0.012,False,31,False,vs,mc_w,0.0100809729818188,504,6,False,6,0,468,30,0.0,0.8333333333333334
"(60, 30)",low,False,0.02,True,86,True,baseline,mc_w,0.0186338998124982,156,1,False,0,1,59,96,0.016666666666666666,1.0
"(60, 30)",low,False,0.02,True,86,True,vs,mc_w,0.0186338998124982,156,18,True,17,1,59,79,0.016666666666666666,0.8229166666666666
"(60, 30)",low,False,0.02,True,86,False,baseline,mc_w,0.0104713477072923,494,2,False,0,2,396,96,0.005025125628140704,1.0
"(60, 30)",low,False,0.02,True,86,False,vs,mc_w,0.0104713477072923,494,17,False,16,1,397,80,0.002512562814070352,0.8333333333333334
"(60, 30)",low,False,0.02,True,64,True,baseline,mc_w,0.0243975018237133,91,0,False,0,0,35,56,0.0,1.0
"(60, 30)",low,False,0.02,True,64,True,vs,mc_w,0.0243975018237133,91,12,True,12,0,35,44,0.0,0.7857142857142857
"(60, 30)",low,False,0.02,True,64,False,baseline,mc_w,0.0124225998749988,351,2,False,0,2,293,56,0.006779661016949152,1.0
"(60, 30)",low,False,0.02,True,64,False,vs,mc_w,0.0124225998749988,351,10,False,10,0,295,46,0.0,0.8214285714285714
"(60, 30)",low,False,0.02,True,31,True,baseline,mc_w,0.0372677996249964,39,0,False,0,0,15,24,0.0,1.0
"(60, 30)",low,False,0.02,True,31,True,vs,mc_w,0.0372677996249964,39,3,True,3,0,15,21,0.0,0.875
"(60, 30)",low,False,0.02,True,31,False,baseline,mc_w,0.0186338998124982,156,2,False,0,2,130,24,0.015151515151515152,1.0
"(60, 30)",low,False,0.02,True,31,False,vs,mc_w,0.0186338998124982,156,3,False,3,0,132,21,0.0,0.875
"(60, 30)",low,False,0.02,False,86,True,baseline,mc_w,0.012909944487358,312,1,False,0,1,215,96,0.004629629629629629,1.0
"(60, 30)",low,False,0.02,False,86,True,vs,mc_w,0.012909944487358,312,18,True,16,2,214,80,0.009259259259259259,0.8333333333333334
"(60, 30)",low,False,0.02,False,86,False,baseline,mc_w,0.0072547625011001,988,3,False,0,3,889,96,0.0033632286995515697,1.0
"(60, 30)",low,False,0.02,False,86,False,vs,mc_w,0.0072547625011001,988,14,False,13,1,891,83,0.0011210762331838565,0.8645833333333334
"(60, 30)",low,False,0.02,False,64,True,baseline,mc_w,0.0169030850945703,182,0,False,0,0,126,56,0.0,1.0
"(60, 30)",low,False,0.02,False,64,True,vs,mc_w,0.0169030850945703,182,12,True,11,1,125,45,0.007936507936507936,0.8035714285714286
"(60, 30)",low,False,0.02,False,64,False,baseline,mc_w,0.0086066296582387,702,2,False,0,2,644,56,0.0030959752321981426,1.0
"(60, 30)",low,False,0.02,False,64,False,vs,mc_w,0.0086066296582387,702,9,False,8,1,645,48,0.0015479876160990713,0.8571428571428571
"(60, 30)",low,False,0.02,False,31,True,baseline,mc_w,0.0258198889747161,78,0,False,0,0,54,24,0.0,1.0
"(60, 30)",low,False,0.02,False,31,True,vs,mc_w,0.0258198889747161,78,3,False,3,0,54,21,0.0,0.875
"(60, 30)",low,False,0.02,False,31,False,baseline,mc_w,0.012909944487358,312,4,False,0,4,284,24,0.013888888888888888,1.0
"(60, 30)",low,False,0.02,False,31,False,vs,mc_w,0.012909944487358,312,2,False,2,0,288,22,0.0,0.9166666666666666
"(60, 20)",high,True,0.004,True,86,True,baseline,mc_w,0.0081978229472994,756,2,False,0,2,298,456,0.006666666666666667,1.0
"(60, 20)",high,True,0.004,True,86,True,vs,mc_w,0.0081978229472994,756,82,True,82,0,300,374,0.0,0.8201754385964912
"(60, 20)",high,True,0.004,True,86,False,baseline,mc_w,0.0046067787949796,2394,7,False,0,7,1931,456,0.003611971104231166,1.0
"(60, 20)",high,True,0.004,True,86,False,vs,mc_w,0.0046067787949796,2394,86,False,74,12,1926,382,0.006191950464396285,0.8377192982456141
"(60, 20)",high,True,0.004,True,64,True,baseline,mc_w,0.0107334697685272,441,3,False,0,3,172,266,0.017142857142857144,1.0
"(60, 20)",high,True,0.004,True,64,True,vs,mc_w,0.0107334697685272,441,53,True,53,0,175,213,0.0,0.8007518796992481
"(60, 20)",high,True,0.004,True,64,False,baseline,mc_w,0.0054652152981996,1701,11,False,0,11,1424,266,0.007665505226480836,1.0
"(60, 20)",high,True,0.004,True,64,False,vs,mc_w,0.0054652152981996,1701,49,False,43,6,1429,223,0.004181184668989547,0.8383458646616542
"(60, 20)",high,True,0.004,True,31,True,baseline,mc_w,0.0163956458945988,189,0,False,0,0,75,114,0.0,1.0
"(60, 20)",high,True,0.004,True,31,True,vs,mc_w,0.0163956458945988,189,28,True,28,0,75,86,0.0,0.7543859649122807
"(60, 20)",high,True,0.004,True,31,False,baseline,mc_w,0.0081978229472994,756,5,False,0,5,637,114,0.00778816199376947,1.0
"(60, 20)",high,True,0.004,True,31,False,vs,mc_w,0.0081978229472994,756,29,False,21,8,634,93,0.012461059190031152,0.8157894736842105
"(60, 20)",high,True,0.004,False,86,True,baseline,mc_w,0.0057735026918962,1512,6,False,0,6,1050,456,0.005681818181818182,1.0
"(60, 20)",high,True,0.004,False,86,True,vs,mc_w,0.0057735026918962,1512,80,True,74,6,1050,382,0.005681818181818182,0.8377192982456141
"(60, 20)",high,True,0.004,False,86,False,baseline,mc_w,0.0032444284226152,4788,17,False,0,17,4315,456,0.0039242843951985225,1.0
"(60, 20)",high,True,0.004,False,86,False,vs,mc_w,0.0032444284226152,4788,100,False,70,30,4302,386,0.006925207756232687,0.8464912280701754
"(60, 20)",high,True,0.004,False,64,True,baseline,mc_w,0.0075592894601845,882,6,False,0,6,610,266,0.00974025974025974,1.0
"(60, 20)",high,True,0.004,False,64,True,vs,mc_w,0.0075592894601845,882,56,True,47,9,607,219,0.01461038961038961,0.8233082706766918
"(60, 20)",high,True,0.004,False,64,False,baseline,mc_w,0.0038490017945975,3402,19,False,0,19,3117,266,0.006058673469387755,1.0
"(60, 20)",high,True,0.004,False,64,False,vs,mc_w,0.0038490017945975,3402,61,False,42,19,3117,224,0.006058673469387755,0.8421052631578947
"(60, 20)",high,True,0.004,False,31,True,baseline,mc_w,0.0115470053837925,378,0,False,0,0,264,114,0.0,1.0
"(60, 20)",high,True,0.004,False,31,True,vs,mc_w,0.0115470053837925,378,27,True,23,4,260,91,0.015151515151515152,0.7982456140350878
"(60, 20)",high,True,0.004,False,31,False,baseline,mc_w,0.0057735026918962,1512,9,False,0,9,1389,114,0.006437768240343348,1.0
"(60, 20)",high,True,0.004,False,31,False,vs,mc_w,0.0057735026918962,1512,39,False,20,19,1379,94,0.013590844062947067,0.8245614035087719
"(60, 20)",high,True,0.012,True,86,True,baseline,mc_w,0.0144337567297406,252,0,False,0,0,108,144,0.0,1.0
"(60, 20)",high,True,0.012,True,86,True,vs,mc_w,0.0144337567297406,252,30,True,30,0,108,114,0.0,0.7916666666666666
"(60, 20)",high,True,0.012,True,86,False,baseline,mc_w,0.0081110710565381,798,0,False,0,0,654,144,0.0,1.0
"(60, 20)",high,True,0.012,True,86,False,vs,mc_w,0.0081110710565381,798,29,False,27,2,652,117,0.0030581039755351682,0.8125
"(60, 20)",high,True,0.012,True,64,True,baseline,mc_w,0.0188982236504613,147,0,False,0,0,63,84,0.0,1.0
"(60, 20)",high,True,0.012,True,64,True,vs,mc_w,0.0188982236504613,147,20,True,20,0,63,64,0.0,0.7619047619047619
"(60, 20)",high,True,0.012,True,64,False,baseline,mc_w,0.0096225044864937,567,0,False,0,0,483,84,0.0,1.0
"(60, 20)",high,True,0.012,True,64,False,vs,mc_w,0.0096225044864937,567,20,False,18,2,481,66,0.004140786749482402,0.7857142857142857
"(60, 20)",high,True,0.012,True,31,True,baseline,mc_w,0.0288675134594812,63,0,False,0,0,27,36,0.0,1.0
"(60, 20)",high,True,0.012,True,31,True,vs,mc_w,0.0288675134594812,63,8,True,8,0,27,28,0.0,0.7777777777777778
"(60, 20)",high,True,0.012,True,31,False,baseline,mc_w,0.0144337567297406,252,0,False,0,0,216,36,0.0,1.0
"(60, 20)",high,True,0.012,True,31,False,vs,mc_w,0.0144337567297406,252,10,False,8,2,214,28,0.009259259259259259,0.7777777777777778
"(60, 20)",high,True,0.012,False,86,True,baseline,mc_w,0.0100809729818188,504,2,False,0,2,358,144,0.005555555555555556,1.0
"(60, 20)",high,True,0.012,False,86,True,vs,mc_w,0.0100809729818188,504,31,True,29,2,358,115,0.005555555555555556,0.7986111111111112
"(60, 20)",high,True,0.012,False,86,False,baseline,mc_w,0.0056650177570259,1596,2,False,0,2,1450,144,0.0013774104683195593,1.0
"(60, 20)",high,True,0.012,False,86,False,vs,mc_w,0.0056650177570259,1596,29,False,24,5,1447,120,0.003443526170798898,0.8333333333333334
"(60, 20)",high,True,0.012,False,64,True,baseline,mc_w,0.0131990919337113,294,2,False,0,2,208,84,0.009523809523809525,1.0
"(60, 20)",high,True,0.012,False,64,True,vs,mc_w,0.0131990919337113,294,22,True,18,4,206,66,0.01904761904761905,0.7857142857142857
"(60, 20)",high,True,0.012,False,64,False,baseline,mc_w,0.0067206486545459,1134,2,False,0,2,1048,84,0.0019047619047619048,1.0
"(60, 20)",high,True,0.012,False,64,False,vs,mc_w,0.0067206486545459,1134,19,False,16,3,1047,68,0.002857142857142857,0.8095238095238095
"(60, 20)",high,True,0.012,False,31,True,baseline,mc_w,0.0201619459636377,126,0,False,0,0,90,36,0.0,1.0
"(60, 20)",high,True,0.012,False,31,True,vs,mc_w,0.0201619459636377,126,10,True,8,2,88,28,0.022222222222222223,0.7777777777777778
"(60, 20)",high,True,0.012,False,31,False,baseline,mc_w,0.0100809729818188,504,0,False,0,0,468,36,0.0,1.0
"(60, 20)",high,True,0.012,False,31,False,vs,mc_w,0.0100809729818188,504,15,False,8,7,461,28,0.014957264957264958,0.7777777777777778
"(60, 20)",high,True,0.02,True,86,True,baseline,mc_w,0.0186338998124982,156,1,False,0,1,59,96,0.016666666666666666,1.0
"(60, 20)",high,True,0.02,True,86,True,vs,mc_w,0.0186338998124982,156,17,True,17,0,60,79,0.0,0.8229166666666666
"(60, 20)",high,True,0.02,True,86,False,baseline,mc_w,0.0104713477072923,494,1,False,0,1,397,96,0.002512562814070352,1.0
"(60, 20)",high,True,0.02,True,86,False,vs,mc_w,0.0104713477072923,494,18,False,15,3,395,81,0.007537688442211055,0.84375
"(60, 20)",high,True,0.02,True,64,True,baseline,mc_w,0.0243975018237133,91,1,False,0,1,34,56,0.02857142857142857,1.0
"(60, 20)",high,True,0.02,True,64,True,vs,mc_w,0.0243975018237133,91,11,True,11,0,35,45,0.0,0.8035714285714286
"(60, 20)",high,True,0.02,True,64,False,baseline,mc_w,0.0124225998749988,351,1,False,0,1,294,56,0.003389830508474576,1.0
"(60, 20)",high,True,0.02,True,64,False,vs,mc_w,0.0124225998749988,351,12,False,9,3,292,47,0.010169491525423728,0.8392857142857143
"(60, 20)",high,True,0.02,True,31,True,baseline,mc_w,0.0372677996249964,39,0,False,0,0,15,24,0.0,1.0
"(60, 20)",high,True,0.02,True,31,True,vs,mc_w,0.0372677996249964,39,5,True,5,0,15,19,0.0,0.7916666666666666
"(60, 20)",high,True,0.02,True,31,False,baseline,mc_w,0.0186338998124982,156,0,False,0,0,132,24,0.0,1.0
"(60, 20)",high,True,0.02,True,31,False,vs,mc_w,0.0186338998124982,156,8,True,5,3,129,19,0.022727272727272728,0.7916666666666666
"(60, 20)",high,True,0.02,False,86,True,baseline,mc_w,0.012909944487358,312,0,False,0,0,216,96,0.0,1.0
"(60, 20)",high,True,0.02,False,86,True,vs,mc_w,0.012909944487358,312,15,False,15,0,216,81,0.0,0.84375
"(60, 20)",high,True,0.02,False,86,False,baseline,mc_w,0.0072547625011001,988,0,False,0,0,892,96,0.0,1.0
"(60, 20)",high,True,0.02,False,86,False,vs,mc_w,0.0072547625011001,988,15,False,11,4,888,85,0.004484304932735426,0.8854166666666666
"(60, 20)",high,True,0.02,False,64,True,baseline,mc_w,0.0169030850945703,182,0,False,0,0,126,56,0.0,1.0
"(60, 20)",high,True,0.02,False,64,True,vs,mc_w,0.0169030850945703,182,9,False,9,0,126,47,0.0,0.8392857142857143
"(60, 20)",high,True,0.02,False,64,False,baseline,mc_w,0.0086066296582387,702,0,False,0,0,646,56,0.0,1.0
"(60, 20)",high,True,0.02,False,64,False,vs,mc_w,0.0086066296582387,702,13,False,9,4,642,47,0.006191950464396285,0.8392857142857143
"(60, 20)",high,True,0.02,False,31,True,baseline,mc_w,0.0258198889747161,78,0,False,0,0,54,24,0.0,1.0
"(60, 20)",high,True,0.02,False,31,True,vs,mc_w,0.0258198889747161,78,5,True,5,0,54,19,0.0,0.7916666666666666
"(60, 20)",high,True,0.02,False,31,False,baseline,mc_w,0.012909944487358,312,0,False,0,0,288,24,0.0,1.0
"(60, 20)",high,True,0.02,False,31,False,vs,mc_w,0.012909944487358,312,9,False,5,4,284,19,0.013888888888888888,0.7916666666666666
"(60, 20)",high,False,0.004,True,86,True,baseline,mc_w,0.0081978229472994,756,0,False,0,0,300,456,0.0,1.0
"(60, 20)",high,False,0.004,True,86,True,vs,mc_w,0.0081978229472994,756,68,True,63,5,295,393,0.016666666666666666,0.8618421052631579
"(60, 20)",high,False,0.004,True,86,False,baseline,mc_w,0.0046067787949796,2394,4,False,0,4,1934,456,0.0020639834881320948,1.0
"(60, 20)",high,False,0.004,True,86,False,vs,mc_w,0.0046067787949796,2394,54,False,49,5,1933,407,0.0025799793601651187,0.8925438596491229
"(60, 20)",high,False,0.004,True,64,True,baseline,mc_w,0.0107334697685272,441,0,False,0,0,175,266,0.0,1.0
"(60, 20)",high,False,0.004,True,64,True,vs,mc_w,0.0107334697685272,441,51,True,46,5,170,220,0.02857142857142857,0.8270676691729323
"(60, 20)",high,False,0.004,True,64,False,baseline,mc_w,0.0054652152981996,1701,4,False,0,4,1431,266,0.0027874564459930314,1.0
"(60, 20)",high,False,0.004,True,64,False,vs,mc_w,0.0054652152981996,1701,33,False,28,5,1430,238,0.003484320557491289,0.8947368421052632
"(60, 20)",high,False,0.004,True,31,True,baseline,mc_w,0.0163956458945988,189,0,False,0,0,75,114,0.0,1.0
"(60, 20)",high,False,0.004,True,31,True,vs,mc_w,0.0163956458945988,189,28,True,26,2,73,88,0.02666666666666667,0.7719298245614035
"(60, 20)",high,False,0.004,True,31,False,baseline,mc_w,0.0081978229472994,756,4,False,0,4,638,114,0.006230529595015576,1.0
"(60, 20)",high,False,0.004,True,31,False,vs,mc_w,0.0081978229472994,756,18,False,16,2,640,98,0.003115264797507788,0.8596491228070176
"(60, 20)",high,False,0.004,False,86,True,baseline,mc_w,0.0057735026918962,1512,0,False,0,0,1056,456,0.0,1.0
"(60, 20)",high,False,0.004,False,86,True,vs,mc_w,0.0057735026918962,1512,62,False,55,7,1049,401,0.006628787878787879,0.8793859649122807
"(60, 20)",high,False,0.004,False,86,False,baseline,mc_w,0.0032444284226152,4788,5,False,0,5,4327,456,0.0011542012927054479,1.0
"(60, 20)",high,False,0.004,False,86,False,vs,mc_w,0.0032444284226152,4788,47,False,41,6,4326,415,0.0013850415512465374,0.9100877192982456
"(60, 20)",high,False,0.004,False,64,True,baseline,mc_w,0.0075592894601845,882,0,False,0,0,616,266,0.0,1.0
"(60, 20)",high,False,0.004,False,64,True,vs,mc_w,0.0075592894601845,882,40,False,33,7,609,233,0.011363636363636364,0.8759398496240601
"(60, 20)",high,False,0.004,False,64,False,baseline,mc_w,0.0038490017945975,3402,5,False,0,5,3131,266,0.0015943877551020409,1.0
"(60, 20)",high,False,0.004,False,64,False,vs,mc_w,0.0038490017945975,3402,28,False,22,6,3130,244,0.001913265306122449,0.9172932330827067
"(60, 20)",high,False,0.004,False,31,True,baseline,mc_w,0.0115470053837925,378,0,False,0,0,264,114,0.0,1.0
"(60, 20)",high,False,0.004,False,31,True,vs,mc_w,0.0115470053837925,378,23,True,21,2,262,93,0.007575757575757576,0.8157894736842105
"(60, 20)",high,False,0.004,False,31,False,baseline,mc_w,0.0057735026918962,1512,13,False,0,13,1385,114,0.009298998569384835,1.0
"(60, 20)",high,False,0.004,False,31,False,vs,mc_w,0.0057735026918962,1512,15,False,13,2,1396,101,0.001430615164520744,0.8859649122807017
"(60, 20)",high,False,0.012,True,86,True,baseline,mc_w,0.0144337567297406,252,0,False,0,0,108,144,0.0,1.0
"(60, 20)",high,False,0.012,True,86,True,vs,mc_w,0.0144337567297406,252,26,True,26,0,108,118,0.0,0.8194444444444444
