amplitude,noise,band_pass,window_size,density,location,condition,method,crit_p_val,total,positives,global_significant,TP,FP,TN,FN,precision,recall,F1,type_I_ER,type_II_ER
"(80, 30)",low,True,0.02,64,True,lateralization,mc_b,0.0002747252747252,182,6,False,6,0,126,50,1.0,0.10714285714285714,0.19354838709677416,0.0,0.8928571428571429
"(80, 30)",low,True,0.02,64,False,lateralization,mc_b,7.122507122507123e-05,702,4,False,3,1,645,53,0.75,0.05357142857142857,0.09999999999999999,0.0015479876160990713,0.9464285714285714
"(80, 30)",low,True,0.02,31,True,lateralization,mc_b,0.0006410256410256,78,2,False,2,0,54,22,1.0,0.08333333333333333,0.15384615384615385,0.0,0.9166666666666666
"(80, 30)",low,True,0.02,31,False,lateralization,mc_b,0.0001602564102564,312,2,False,1,1,287,23,0.5,0.041666666666666664,0.07692307692307693,0.003472222222222222,0.9583333333333334
"(80, 30)",low,False,0.004,86,True,lateralization,mc_w,0.0057735026918962,1512,105,True,103,2,1054,353,0.9809523809523809,0.22587719298245615,0.3672014260249554,0.001893939393939394,0.7741228070175439
"(80, 30)",low,False,0.004,86,False,lateralization,mc_w,0.0032444284226152,4788,98,False,85,13,4319,371,0.8673469387755102,0.18640350877192982,0.30685920577617326,0.0030009233610341643,0.8135964912280702
"(80, 30)",low,False,0.004,64,True,lateralization,mc_w,0.0075592894601845,882,71,True,69,2,614,197,0.971830985915493,0.2593984962406015,0.40949554896142437,0.003246753246753247,0.7406015037593985
"(80, 30)",low,False,0.004,64,False,lateralization,mc_w,0.0038490017945975,3402,65,False,58,7,3129,208,0.8923076923076924,0.21804511278195488,0.35045317220543803,0.002232142857142857,0.7819548872180451
"(80, 30)",low,False,0.004,31,True,lateralization,mc_w,0.0115470053837925,378,33,True,31,2,262,83,0.9393939393939394,0.2719298245614035,0.4217687074829933,0.007575757575757576,0.7280701754385965
"(80, 30)",low,False,0.004,31,False,lateralization,mc_w,0.0057735026918962,1512,29,False,27,2,1396,87,0.9310344827586207,0.23684210526315788,0.3776223776223776,0.001430615164520744,0.7631578947368421
"(80, 30)",low,False,0.012,86,True,lateralization,mc_w,0.0100809729818188,504,36,True,33,3,357,111,0.9166666666666666,0.22916666666666666,0.36666666666666664,0.008333333333333333,0.7708333333333334
"(80, 30)",low,False,0.012,86,False,lateralization,mc_w,0.0056650177570259,1596,33,False,29,4,1448,115,0.8787878787878788,0.2013888888888889,0.327683615819209,0.0027548209366391185,0.7986111111111112
"(80, 30)",low,False,0.012,64,True,lateralization,mc_w,0.0131990919337113,294,21,True,21,0,210,63,1.0,0.25,0.4,0.0,0.75
"(80, 30)",low,False,0.012,64,False,lateralization,mc_w,0.0067206486545459,1134,22,False,20,2,1048,64,0.9090909090909091,0.23809523809523808,0.3773584905660377,0.0019047619047619048,0.7619047619047619
"(80, 30)",low,False,0.012,31,True,lateralization,mc_w,0.0201619459636377,126,12,True,12,0,90,24,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666
"(80, 30)",low,False,0.012,31,False,lateralization,mc_w,0.0100809729818188,504,10,False,10,0,468,26,1.0,0.2777777777777778,0.4347826086956522,0.0,0.7222222222222222
"(80, 30)",low,False,0.02,86,True,lateralization,mc_w,0.012909944487358,312,28,True,25,3,213,71,0.8928571428571429,0.2604166666666667,0.40322580645161293,0.013888888888888888,0.7395833333333334
"(80, 30)",low,False,0.02,86,False,lateralization,mc_w,0.0072547625011001,988,20,False,20,0,892,76,1.0,0.20833333333333334,0.3448275862068966,0.0,0.7916666666666666
"(80, 30)",low,False,0.02,64,True,lateralization,mc_w,0.0169030850945703,182,15,True,15,0,126,41,1.0,0.26785714285714285,0.4225352112676056,0.0,0.7321428571428571
"(80, 30)",low,False,0.02,64,False,lateralization,mc_w,0.0086066296582387,702,14,False,14,0,646,42,1.0,0.25,0.4,0.0,0.75
"(80, 30)",low,False,0.02,31,True,lateralization,mc_w,0.0258198889747161,78,10,True,10,0,54,14,1.0,0.4166666666666667,0.5882352941176471,0.0,0.5833333333333334
"(80, 30)",low,False,0.02,31,False,lateralization,mc_w,0.012909944487358,312,8,False,8,0,288,16,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666
"(80, 30)",low,False,0.004,86,True,lateralization,mc_b,3.306878306878307e-05,1512,14,False,14,0,1056,442,1.0,0.03070175438596491,0.05957446808510638,0.0,0.9692982456140351
"(80, 30)",low,False,0.004,86,False,lateralization,mc_b,1.0442773600668338e-05,4788,4,False,4,0,4332,452,1.0,0.008771929824561403,0.017391304347826087,0.0,0.9912280701754386
"(80, 30)",low,False,0.004,64,True,lateralization,mc_b,5.668934240362812e-05,882,14,False,14,0,616,252,1.0,0.05263157894736842,0.1,0.0,0.9473684210526315
"(80, 30)",low,False,0.004,64,False,lateralization,mc_b,1.4697236919459142e-05,3402,6,False,6,0,3136,260,1.0,0.022556390977443608,0.04411764705882353,0.0,0.9774436090225563
"(80, 30)",low,False,0.004,31,True,lateralization,mc_b,0.0001322751322751,378,8,False,8,0,264,106,1.0,0.07017543859649122,0.13114754098360656,0.0,0.9298245614035088
"(80, 30)",low,False,0.004,31,False,lateralization,mc_b,3.306878306878307e-05,1512,2,False,2,0,1398,112,1.0,0.017543859649122806,0.034482758620689655,0.0,0.9824561403508771
"(80, 30)",low,False,0.012,86,True,lateralization,mc_b,9.92063492063492e-05,504,10,False,10,0,360,134,1.0,0.06944444444444445,0.12987012987012989,0.0,0.9305555555555556
"(80, 30)",low,False,0.012,86,False,lateralization,mc_b,3.132832080200501e-05,1596,4,False,4,0,1452,140,1.0,0.027777777777777776,0.05405405405405406,0.0,0.9722222222222222
"(80, 30)",low,False,0.012,64,True,lateralization,mc_b,0.0001700680272108,294,8,False,8,0,210,76,1.0,0.09523809523809523,0.17391304347826084,0.0,0.9047619047619048
"(80, 30)",low,False,0.012,64,False,lateralization,mc_b,4.409171075837743e-05,1134,5,False,5,0,1050,79,1.0,0.05952380952380952,0.11235955056179775,0.0,0.9404761904761905
"(80, 30)",low,False,0.012,31,True,lateralization,mc_b,0.0003968253968253,126,4,False,4,0,90,32,1.0,0.1111111111111111,0.19999999999999998,0.0,0.8888888888888888
"(80, 30)",low,False,0.012,31,False,lateralization,mc_b,9.92063492063492e-05,504,2,False,2,0,468,34,1.0,0.05555555555555555,0.10526315789473684,0.0,0.9444444444444444
"(80, 30)",low,False,0.02,86,True,lateralization,mc_b,0.0001602564102564,312,6,False,6,0,216,90,1.0,0.0625,0.11764705882352941,0.0,0.9375
"(80, 30)",low,False,0.02,86,False,lateralization,mc_b,5.060728744939272e-05,988,2,False,2,0,892,94,1.0,0.020833333333333332,0.04081632653061225,0.0,0.9791666666666666
"(80, 30)",low,False,0.02,64,True,lateralization,mc_b,0.0002747252747252,182,5,False,5,0,126,51,1.0,0.08928571428571429,0.1639344262295082,0.0,0.9107142857142857
"(80, 30)",low,False,0.02,64,False,lateralization,mc_b,7.122507122507123e-05,702,1,False,1,0,646,55,1.0,0.017857142857142856,0.03508771929824561,0.0,0.9821428571428571
"(80, 30)",low,False,0.02,31,True,lateralization,mc_b,0.0006410256410256,78,3,False,3,0,54,21,1.0,0.125,0.2222222222222222,0.0,0.875
"(80, 30)",low,False,0.02,31,False,lateralization,mc_b,0.0001602564102564,312,2,False,2,0,288,22,1.0,0.08333333333333333,0.15384615384615385,0.0,0.9166666666666666
"(80, 20)",high,True,0.004,86,True,lateralization,mc_w,0.0057735026918962,1512,96,True,90,6,1050,366,0.9375,0.19736842105263158,0.32608695652173914,0.005681818181818182,0.8026315789473685
"(80, 20)",high,True,0.004,86,False,lateralization,mc_w,0.0032444284226152,4788,98,False,74,24,4308,382,0.7551020408163265,0.16228070175438597,0.26714801444043323,0.00554016620498615,0.8377192982456141
"(80, 20)",high,True,0.004,64,True,lateralization,mc_w,0.0075592894601845,882,65,True,59,6,610,207,0.9076923076923077,0.22180451127819548,0.3564954682779456,0.00974025974025974,0.7781954887218046
"(80, 20)",high,True,0.004,64,False,lateralization,mc_w,0.0038490017945975,3402,66,False,47,19,3117,219,0.7121212121212122,0.17669172932330826,0.2831325301204819,0.006058673469387755,0.8233082706766918
"(80, 20)",high,True,0.004,31,True,lateralization,mc_w,0.0115470053837925,378,30,True,27,3,261,87,0.9,0.23684210526315788,0.375,0.011363636363636364,0.7631578947368421
"(80, 20)",high,True,0.004,31,False,lateralization,mc_w,0.0057735026918962,1512,43,False,25,18,1380,89,0.5813953488372093,0.21929824561403508,0.3184713375796178,0.012875536480686695,0.7807017543859649
"(80, 20)",high,True,0.012,86,True,lateralization,mc_w,0.0100809729818188,504,35,True,33,2,358,111,0.9428571428571428,0.22916666666666666,0.3687150837988826,0.005555555555555556,0.7708333333333334
"(80, 20)",high,True,0.012,86,False,lateralization,mc_w,0.0056650177570259,1596,25,False,25,0,1452,119,1.0,0.1736111111111111,0.29585798816568043,0.0,0.8263888888888888
"(80, 20)",high,True,0.012,64,True,lateralization,mc_w,0.0131990919337113,294,21,True,19,2,208,65,0.9047619047619048,0.2261904761904762,0.36190476190476195,0.009523809523809525,0.7738095238095238
"(80, 20)",high,True,0.012,64,False,lateralization,mc_w,0.0067206486545459,1134,16,False,16,0,1050,68,1.0,0.19047619047619047,0.32,0.0,0.8095238095238095
"(80, 20)",high,True,0.012,31,True,lateralization,mc_w,0.0201619459636377,126,10,True,10,0,90,26,1.0,0.2777777777777778,0.4347826086956522,0.0,0.7222222222222222
"(80, 20)",high,True,0.012,31,False,lateralization,mc_w,0.0100809729818188,504,9,False,9,0,468,27,1.0,0.25,0.4,0.0,0.75
"(80, 20)",high,True,0.02,86,True,lateralization,mc_w,0.012909944487358,312,19,True,19,0,216,77,1.0,0.19791666666666666,0.33043478260869563,0.0,0.8020833333333334
"(80, 20)",high,True,0.02,86,False,lateralization,mc_w,0.0072547625011001,988,17,False,17,0,892,79,1.0,0.17708333333333334,0.3008849557522124,0.0,0.8229166666666666
"(80, 20)",high,True,0.02,64,True,lateralization,mc_w,0.0169030850945703,182,12,True,12,0,126,44,1.0,0.21428571428571427,0.35294117647058826,0.0,0.7857142857142857
"(80, 20)",high,True,0.02,64,False,lateralization,mc_w,0.0086066296582387,702,12,False,12,0,646,44,1.0,0.21428571428571427,0.35294117647058826,0.0,0.7857142857142857
"(80, 20)",high,True,0.02,31,True,lateralization,mc_w,0.0258198889747161,78,6,True,6,0,54,18,1.0,0.25,0.4,0.0,0.75
"(80, 20)",high,True,0.02,31,False,lateralization,mc_w,0.012909944487358,312,6,False,6,0,288,18,1.0,0.25,0.4,0.0,0.75
"(80, 20)",high,True,0.004,86,True,lateralization,mc_b,3.306878306878307e-05,1512,17,False,17,0,1056,439,1.0,0.03728070175438596,0.07188160676532769,0.0,0.9627192982456141
"(80, 20)",high,True,0.004,86,False,lateralization,mc_b,1.0442773600668338e-05,4788,5,False,5,0,4332,451,1.0,0.010964912280701754,0.021691973969631233,0.0,0.9890350877192983
"(80, 20)",high,True,0.004,64,True,lateralization,mc_b,5.668934240362812e-05,882,13,False,13,0,616,253,1.0,0.04887218045112782,0.09318996415770608,0.0,0.9511278195488722
"(80, 20)",high,True,0.004,64,False,lateralization,mc_b,1.4697236919459142e-05,3402,3,False,3,0,3136,263,1.0,0.011278195488721804,0.022304832713754646,0.0,0.9887218045112782
"(80, 20)",high,True,0.004,31,True,lateralization,mc_b,0.0001322751322751,378,6,False,6,0,264,108,1.0,0.05263157894736842,0.1,0.0,0.9473684210526315
"(80, 20)",high,True,0.004,31,False,lateralization,mc_b,3.306878306878307e-05,1512,3,False,3,0,1398,111,1.0,0.02631578947368421,0.05128205128205127,0.0,0.9736842105263158
"(80, 20)",high,True,0.012,86,True,lateralization,mc_b,9.92063492063492e-05,504,11,False,11,0,360,133,1.0,0.0763888888888889,0.14193548387096777,0.0,0.9236111111111112
"(80, 20)",high,True,0.012,86,False,lateralization,mc_b,3.132832080200501e-05,1596,6,False,6,0,1452,138,1.0,0.041666666666666664,0.07999999999999999,0.0,0.9583333333333334
"(80, 20)",high,True,0.012,64,True,lateralization,mc_b,0.0001700680272108,294,6,False,6,0,210,78,1.0,0.07142857142857142,0.13333333333333333,0.0,0.9285714285714286
"(80, 20)",high,True,0.012,64,False,lateralization,mc_b,4.409171075837743e-05,1134,4,False,4,0,1050,80,1.0,0.047619047619047616,0.0909090909090909,0.0,0.9523809523809523
"(80, 20)",high,True,0.012,31,True,lateralization,mc_b,0.0003968253968253,126,2,False,2,0,90,34,1.0,0.05555555555555555,0.10526315789473684,0.0,0.9444444444444444
"(80, 20)",high,True,0.012,31,False,lateralization,mc_b,9.92063492063492e-05,504,2,False,2,0,468,34,1.0,0.05555555555555555,0.10526315789473684,0.0,0.9444444444444444
"(80, 20)",high,True,0.02,86,True,lateralization,mc_b,0.0001602564102564,312,7,False,7,0,216,89,1.0,0.07291666666666667,0.13592233009708737,0.0,0.9270833333333334
"(80, 20)",high,True,0.02,86,False,lateralization,mc_b,5.060728744939272e-05,988,3,False,3,0,892,93,1.0,0.03125,0.06060606060606061,0.0,0.96875
"(80, 20)",high,True,0.02,64,True,lateralization,mc_b,0.0002747252747252,182,5,False,5,0,126,51,1.0,0.08928571428571429,0.1639344262295082,0.0,0.9107142857142857
"(80, 20)",high,True,0.02,64,False,lateralization,mc_b,7.122507122507123e-05,702,2,False,2,0,646,54,1.0,0.03571428571428571,0.0689655172413793,0.0,0.9642857142857143
"(80, 20)",high,True,0.02,31,True,lateralization,mc_b,0.0006410256410256,78,2,False,2,0,54,22,1.0,0.08333333333333333,0.15384615384615385,0.0,0.9166666666666666
"(80, 20)",high,True,0.02,31,False,lateralization,mc_b,0.0001602564102564,312,3,False,2,1,287,22,0.6666666666666666,0.08333333333333333,0.14814814814814814,0.003472222222222222,0.9166666666666666
"(80, 20)",high,False,0.004,86,True,lateralization,mc_w,0.0057735026918962,1512,95,True,87,8,1048,369,0.9157894736842105,0.19078947368421054,0.3157894736842105,0.007575757575757576,0.8092105263157895
"(80, 20)",high,False,0.004,86,False,lateralization,mc_w,0.0032444284226152,4788,83,False,73,10,4322,383,0.8795180722891566,0.1600877192982456,0.2708719851576994,0.0023084025854108957,0.8399122807017544
"(80, 20)",high,False,0.004,64,True,lateralization,mc_w,0.0075592894601845,882,70,True,62,8,608,204,0.8857142857142857,0.23308270676691728,0.369047619047619,0.012987012987012988,0.7669172932330827
"(80, 20)",high,False,0.004,64,False,lateralization,mc_w,0.0038490017945975,3402,62,False,52,10,3126,214,0.8387096774193549,0.19548872180451127,0.3170731707317073,0.0031887755102040817,0.8045112781954887
"(80, 20)",high,False,0.004,31,True,lateralization,mc_w,0.0115470053837925,378,39,True,35,4,260,79,0.8974358974358975,0.30701754385964913,0.45751633986928114,0.015151515151515152,0.6929824561403509
"(80, 20)",high,False,0.004,31,False,lateralization,mc_w,0.0057735026918962,1512,35,False,29,6,1392,85,0.8285714285714286,0.2543859649122807,0.389261744966443,0.004291845493562232,0.7456140350877193
"(80, 20)",high,False,0.012,86,True,lateralization,mc_w,0.0100809729818188,504,32,True,32,0,360,112,1.0,0.2222222222222222,0.3636363636363636,0.0,0.7777777777777778
"(80, 20)",high,False,0.012,86,False,lateralization,mc_w,0.0056650177570259,1596,25,False,25,0,1452,119,1.0,0.1736111111111111,0.29585798816568043,0.0,0.8263888888888888
"(80, 20)",high,False,0.012,64,True,lateralization,mc_w,0.0131990919337113,294,25,True,25,0,210,59,1.0,0.2976190476190476,0.4587155963302752,0.0,0.7023809523809523
"(80, 20)",high,False,0.012,64,False,lateralization,mc_w,0.0067206486545459,1134,17,False,17,0,1050,67,1.0,0.20238095238095238,0.33663366336633666,0.0,0.7976190476190477
"(80, 20)",high,False,0.012,31,True,lateralization,mc_w,0.0201619459636377,126,13,True,13,0,90,23,1.0,0.3611111111111111,0.5306122448979591,0.0,0.6388888888888888
"(80, 20)",high,False,0.012,31,False,lateralization,mc_w,0.0100809729818188,504,12,False,12,0,468,24,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666
"(80, 20)",high,False,0.02,86,True,lateralization,mc_w,0.012909944487358,312,21,True,21,0,216,75,1.0,0.21875,0.358974358974359,0.0,0.78125
"(80, 20)",high,False,0.02,86,False,lateralization,mc_w,0.0072547625011001,988,20,False,20,0,892,76,1.0,0.20833333333333334,0.3448275862068966,0.0,0.7916666666666666
"(80, 20)",high,False,0.02,64,True,lateralization,mc_w,0.0169030850945703,182,15,True,15,0,126,41,1.0,0.26785714285714285,0.4225352112676056,0.0,0.7321428571428571
"(80, 20)",high,False,0.02,64,False,lateralization,mc_w,0.0086066296582387,702,15,False,15,0,646,41,1.0,0.26785714285714285,0.4225352112676056,0.0,0.7321428571428571
"(80, 20)",high,False,0.02,31,True,lateralization,mc_w,0.0258198889747161,78,8,True,8,0,54,16,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666
"(80, 20)",high,False,0.02,31,False,lateralization,mc_w,0.012909944487358,312,8,False,8,0,288,16,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666
"(80, 20)",high,False,0.004,86,True,lateralization,mc_b,3.306878306878307e-05,1512,0,False,0,0,1056,456,1.0,0.0,0.0,0.0,1.0
"(80, 20)",high,False,0.004,86,False,lateralization,mc_b,1.0442773600668338e-05,4788,0,False,0,0,4332,456,1.0,0.0,0.0,0.0,1.0
"(80, 20)",high,False,0.004,64,True,lateralization,mc_b,5.668934240362812e-05,882,1,False,1,0,616,265,1.0,0.0037593984962406013,0.00749063670411985,0.0,0.9962406015037594
"(80, 20)",high,False,0.004,64,False,lateralization,mc_b,1.4697236919459142e-05,3402,0,False,0,0,3136,266,1.0,0.0,0.0,0.0,1.0
"(80, 20)",high,False,0.004,31,True,lateralization,mc_b,0.0001322751322751,378,2,False,2,0,264,112,1.0,0.017543859649122806,0.034482758620689655,0.0,0.9824561403508771
"(80, 20)",high,False,0.004,31,False,lateralization,mc_b,3.306878306878307e-05,1512,0,False,0,0,1398,114,1.0,0.0,0.0,0.0,1.0
"(80, 20)",high,False,0.012,86,True,lateralization,mc_b,9.92063492063492e-05,504,1,False,1,0,360,143,1.0,0.006944444444444444,0.013793103448275862,0.0,0.9930555555555556
"(80, 20)",high,False,0.012,86,False,lateralization,mc_b,3.132832080200501e-05,1596,0,False,0,0,1452,144,1.0,0.0,0.0,0.0,1.0
"(80, 20)",high,False,0.012,64,True,lateralization,mc_b,0.0001700680272108,294,1,False,1,0,210,83,1.0,0.011904761904761904,0.023529411764705882,0.0,0.9880952380952381
"(80, 20)",high,False,0.012,64,False,lateralization,mc_b,4.409171075837743e-05,1134,0,False,0,0,1050,84,1.0,0.0,0.0,0.0,1.0
"(80, 20)",high,False,0.012,31,True,lateralization,mc_b,0.0003968253968253,126,3,False,3,0,90,33,1.0,0.08333333333333333,0.15384615384615385,0.0,0.9166666666666666
"(80, 20)",high,False,0.012,31,False,lateralization,mc_b,9.92063492063492e-05,504,0,False,0,0,468,36,1.0,0.0,0.0,0.0,1.0
"(80, 20)",high,False,0.02,86,True,lateralization,mc_b,0.0001602564102564,312,0,False,0,0,216,96,1.0,0.0,0.0,0.0,1.0
"(80, 20)",high,False,0.02,86,False,lateralization,mc_b,5.060728744939272e-05,988,0,False,0,0,892,96,1.0,0.0,0.0,0.0,1.0
"(80, 20)",high,False,0.02,64,True,lateralization,mc_b,0.0002747252747252,182,1,False,1,0,126,55,1.0,0.017857142857142856,0.03508771929824561,0.0,0.9821428571428571
"(80, 20)",high,False,0.02,64,False,lateralization,mc_b,7.122507122507123e-05,702,0,False,0,0,646,56,1.0,0.0,0.0,0.0,1.0
"(80, 20)",high,False,0.02,31,True,lateralization,mc_b,0.0006410256410256,78,0,False,0,0,54,24,1.0,0.0,0.0,0.0,1.0
"(80, 20)",high,False,0.02,31,False,lateralization,mc_b,0.0001602564102564,312,0,False,0,0,288,24,1.0,0.0,0.0,0.0,1.0
"(80, 20)",low,True,0.004,86,True,lateralization,mc_w,0.0057735026918962,1512,123,True,113,10,1046,343,0.9186991869918699,0.24780701754385964,0.3903281519861831,0.00946969696969697,0.7521929824561403
"(80, 20)",low,True,0.004,86,False,lateralization,mc_w,0.0032444284226152,4788,128,False,100,28,4304,356,0.78125,0.21929824561403508,0.3424657534246575,0.006463527239150508,0.7807017543859649
"(80, 20)",low,True,0.004,64,True,lateralization,mc_w,0.0075592894601845,882,95,True,88,7,609,178,0.9263157894736842,0.3308270676691729,0.4875346260387811,0.011363636363636364,0.6691729323308271
"(80, 20)",low,True,0.004,64,False,lateralization,mc_w,0.0038490017945975,3402,102,False,72,30,3106,194,0.7058823529411765,0.2706766917293233,0.3913043478260869,0.009566326530612245,0.7293233082706767
"(80, 20)",low,True,0.004,31,True,lateralization,mc_w,0.0115470053837925,378,41,True,41,0,264,73,1.0,0.35964912280701755,0.5290322580645161,0.0,0.6403508771929824
"(80, 20)",low,True,0.004,31,False,lateralization,mc_w,0.0057735026918962,1512,59,False,36,23,1375,78,0.6101694915254238,0.3157894736842105,0.41618497109826585,0.016452074391988557,0.6842105263157895
"(80, 20)",low,True,0.012,86,True,lateralization,mc_w,0.0100809729818188,504,44,True,42,2,358,102,0.9545454545454546,0.2916666666666667,0.4468085106382979,0.005555555555555556,0.7083333333333334
"(80, 20)",low,True,0.012,86,False,lateralization,mc_w,0.0056650177570259,1596,44,False,32,12,1440,112,0.7272727272727273,0.2222222222222222,0.3404255319148936,0.008264462809917356,0.7777777777777778
"(80, 20)",low,True,0.012,64,True,lateralization,mc_w,0.0131990919337113,294,33,True,31,2,208,53,0.9393939393939394,0.36904761904761907,0.5299145299145299,0.009523809523809525,0.6309523809523809
"(80, 20)",low,True,0.012,64,False,lateralization,mc_w,0.0067206486545459,1134,38,False,26,12,1038,58,0.6842105263157895,0.30952380952380953,0.42622950819672134,0.011428571428571429,0.6904761904761905
"(80, 20)",low,True,0.012,31,True,lateralization,mc_w,0.0201619459636377,126,14,True,14,0,90,22,1.0,0.3888888888888889,0.56,0.0,0.6111111111111112
"(80, 20)",low,True,0.012,31,False,lateralization,mc_w,0.0100809729818188,504,21,False,14,7,461,22,0.6666666666666666,0.3888888888888889,0.49122807017543857,0.014957264957264958,0.6111111111111112
"(80, 20)",low,True,0.02,86,True,lateralization,mc_w,0.012909944487358,312,26,True,26,0,216,70,1.0,0.2708333333333333,0.4262295081967213,0.0,0.7291666666666666
"(80, 20)",low,True,0.02,86,False,lateralization,mc_w,0.0072547625011001,988,22,False,22,0,892,74,1.0,0.22916666666666666,0.37288135593220334,0.0,0.7708333333333334
"(80, 20)",low,True,0.02,64,True,lateralization,mc_w,0.0169030850945703,182,20,True,20,0,126,36,1.0,0.35714285714285715,0.5263157894736842,0.0,0.6428571428571429
"(80, 20)",low,True,0.02,64,False,lateralization,mc_w,0.0086066296582387,702,16,False,16,0,646,40,1.0,0.2857142857142857,0.4444444444444445,0.0,0.7142857142857143
"(80, 20)",low,True,0.02,31,True,lateralization,mc_w,0.0258198889747161,78,10,True,10,0,54,14,1.0,0.4166666666666667,0.5882352941176471,0.0,0.5833333333333334
"(80, 20)",low,True,0.02,31,False,lateralization,mc_w,0.012909944487358,312,12,False,10,2,286,14,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.006944444444444444,0.5833333333333334
"(80, 20)",low,True,0.004,86,True,lateralization,mc_b,3.306878306878307e-05,1512,20,False,20,0,1056,436,1.0,0.043859649122807015,0.08403361344537816,0.0,0.956140350877193
"(80, 20)",low,True,0.004,86,False,lateralization,mc_b,1.0442773600668338e-05,4788,10,False,10,0,4332,446,1.0,0.021929824561403508,0.04291845493562232,0.0,0.9780701754385965
"(80, 20)",low,True,0.004,64,True,lateralization,mc_b,5.668934240362812e-05,882,16,False,16,0,616,250,1.0,0.06015037593984962,0.11347517730496454,0.0,0.9398496240601504
"(80, 20)",low,True,0.004,64,False,lateralization,mc_b,1.4697236919459142e-05,3402,7,False,7,0,3136,259,1.0,0.02631578947368421,0.05128205128205127,0.0,0.9736842105263158
"(80, 20)",low,True,0.004,31,True,lateralization,mc_b,0.0001322751322751,378,11,False,11,0,264,103,1.0,0.09649122807017543,0.176,0.0,0.9035087719298246
"(80, 20)",low,True,0.004,31,False,lateralization,mc_b,3.306878306878307e-05,1512,3,False,3,0,1398,111,1.0,0.02631578947368421,0.05128205128205127,0.0,0.9736842105263158
"(80, 20)",low,True,0.012,86,True,lateralization,mc_b,9.92063492063492e-05,504,11,False,11,0,360,133,1.0,0.0763888888888889,0.14193548387096777,0.0,0.9236111111111112
"(80, 20)",low,True,0.012,86,False,lateralization,mc_b,3.132832080200501e-05,1596,7,False,7,0,1452,137,1.0,0.04861111111111111,0.09271523178807947,0.0,0.9513888888888888
"(80, 20)",low,True,0.012,64,True,lateralization,mc_b,0.0001700680272108,294,9,False,9,0,210,75,1.0,0.10714285714285714,0.19354838709677416,0.0,0.8928571428571429
"(80, 20)",low,True,0.012,64,False,lateralization,mc_b,4.409171075837743e-05,1134,5,False,5,0,1050,79,1.0,0.05952380952380952,0.11235955056179775,0.0,0.9404761904761905
"(80, 20)",low,True,0.012,31,True,lateralization,mc_b,0.0003968253968253,126,5,False,5,0,90,31,1.0,0.1388888888888889,0.24390243902439027,0.0,0.8611111111111112
"(80, 20)",low,True,0.012,31,False,lateralization,mc_b,9.92063492063492e-05,504,2,False,2,0,468,34,1.0,0.05555555555555555,0.10526315789473684,0.0,0.9444444444444444
"(80, 20)",low,True,0.02,86,True,lateralization,mc_b,0.0001602564102564,312,12,False,12,0,216,84,1.0,0.125,0.2222222222222222,0.0,0.875
"(80, 20)",low,True,0.02,86,False,lateralization,mc_b,5.060728744939272e-05,988,4,False,4,0,892,92,1.0,0.041666666666666664,0.07999999999999999,0.0,0.9583333333333334
"(80, 20)",low,True,0.02,64,True,lateralization,mc_b,0.0002747252747252,182,9,False,9,0,126,47,1.0,0.16071428571428573,0.27692307692307694,0.0,0.8392857142857143
"(80, 20)",low,True,0.02,64,False,lateralization,mc_b,7.122507122507123e-05,702,3,False,3,0,646,53,1.0,0.05357142857142857,0.10169491525423728,0.0,0.9464285714285714
"(80, 20)",low,True,0.02,31,True,lateralization,mc_b,0.0006410256410256,78,4,True,4,0,54,20,1.0,0.16666666666666666,0.2857142857142857,0.0,0.8333333333333334
"(80, 20)",low,True,0.02,31,False,lateralization,mc_b,0.0001602564102564,312,3,False,3,0,288,21,1.0,0.125,0.2222222222222222,0.0,0.875
"(80, 20)",low,False,0.004,86,True,lateralization,mc_w,0.0057735026918962,1512,121,True,116,5,1051,340,0.9586776859504132,0.2543859649122807,0.4020797227036395,0.004734848484848485,0.7456140350877193
"(80, 20)",low,False,0.004,86,False,lateralization,mc_w,0.0032444284226152,4788,124,False,98,26,4306,358,0.7903225806451613,0.2149122807017544,0.33793103448275863,0.006001846722068329,0.7850877192982456
"(80, 20)",low,False,0.004,64,True,lateralization,mc_w,0.0075592894601845,882,91,True,89,2,614,177,0.978021978021978,0.33458646616541354,0.49859943977591037,0.003246753246753247,0.6654135338345865
"(80, 20)",low,False,0.004,64,False,lateralization,mc_w,0.0038490017945975,3402,98,False,71,27,3109,195,0.7244897959183674,0.2669172932330827,0.3901098901098901,0.00860969387755102,0.7330827067669173
"(80, 20)",low,False,0.004,31,True,lateralization,mc_w,0.0115470053837925,378,40,True,36,4,260,78,0.9,0.3157894736842105,0.4675324675324675,0.015151515151515152,0.6842105263157895
"(80, 20)",low,False,0.004,31,False,lateralization,mc_w,0.0057735026918962,1512,48,False,34,14,1384,80,0.7083333333333334,0.2982456140350877,0.4197530864197531,0.010014306151645207,0.7017543859649122
"(80, 20)",low,False,0.012,86,True,lateralization,mc_w,0.0100809729818188,504,49,True,45,4,356,99,0.9183673469387755,0.3125,0.46632124352331616,0.011111111111111112,0.6875
