amplitude,noise,band_pass,window_size,density,location,condition,method,crit_p_val,total,positives,global_significant,TP,FP,TN,FN,precision,recall,F1,type_I_ER,type_II_ER
"(80, 20)",low,False,0.012,86,False,lateralization,mc_w,0.0056650177570259,1596,38,False,34,4,1448,110,0.8947368421052632,0.2361111111111111,0.3736263736263737,0.0027548209366391185,0.7638888888888888
"(80, 20)",low,False,0.012,64,True,lateralization,mc_w,0.0131990919337113,294,33,True,31,2,208,53,0.9393939393939394,0.36904761904761907,0.5299145299145299,0.009523809523809525,0.6309523809523809
"(80, 20)",low,False,0.012,64,False,lateralization,mc_w,0.0067206486545459,1134,32,False,28,4,1046,56,0.875,0.3333333333333333,0.48275862068965514,0.0038095238095238095,0.6666666666666666
"(80, 20)",low,False,0.012,31,True,lateralization,mc_w,0.0201619459636377,126,13,True,13,0,90,23,1.0,0.3611111111111111,0.5306122448979591,0.0,0.6388888888888888
"(80, 20)",low,False,0.012,31,False,lateralization,mc_w,0.0100809729818188,504,15,False,11,4,464,25,0.7333333333333333,0.3055555555555556,0.43137254901960786,0.008547008547008548,0.6944444444444444
"(80, 20)",low,False,0.02,86,True,lateralization,mc_w,0.012909944487358,312,26,True,26,0,216,70,1.0,0.2708333333333333,0.4262295081967213,0.0,0.7291666666666666
"(80, 20)",low,False,0.02,86,False,lateralization,mc_w,0.0072547625011001,988,26,False,22,4,888,74,0.8461538461538461,0.22916666666666666,0.360655737704918,0.004484304932735426,0.7708333333333334
"(80, 20)",low,False,0.02,64,True,lateralization,mc_w,0.0169030850945703,182,20,True,20,0,126,36,1.0,0.35714285714285715,0.5263157894736842,0.0,0.6428571428571429
"(80, 20)",low,False,0.02,64,False,lateralization,mc_w,0.0086066296582387,702,20,False,16,4,642,40,0.8,0.2857142857142857,0.4210526315789473,0.006191950464396285,0.7142857142857143
"(80, 20)",low,False,0.02,31,True,lateralization,mc_w,0.0258198889747161,78,7,True,7,0,54,17,1.0,0.2916666666666667,0.45161290322580644,0.0,0.7083333333333334
"(80, 20)",low,False,0.02,31,False,lateralization,mc_w,0.012909944487358,312,10,False,6,4,284,18,0.6,0.25,0.35294117647058826,0.013888888888888888,0.75
"(80, 20)",low,False,0.004,86,True,lateralization,mc_b,3.306878306878307e-05,1512,19,False,19,0,1056,437,1.0,0.041666666666666664,0.07999999999999999,0.0,0.9583333333333334
"(80, 20)",low,False,0.004,86,False,lateralization,mc_b,1.0442773600668338e-05,4788,7,False,7,0,4332,449,1.0,0.015350877192982455,0.030237580993520516,0.0,0.9846491228070176
"(80, 20)",low,False,0.004,64,True,lateralization,mc_b,5.668934240362812e-05,882,12,False,12,0,616,254,1.0,0.045112781954887216,0.08633093525179857,0.0,0.9548872180451128
"(80, 20)",low,False,0.004,64,False,lateralization,mc_b,1.4697236919459142e-05,3402,7,False,7,0,3136,259,1.0,0.02631578947368421,0.05128205128205127,0.0,0.9736842105263158
"(80, 20)",low,False,0.004,31,True,lateralization,mc_b,0.0001322751322751,378,5,False,5,0,264,109,1.0,0.043859649122807015,0.08403361344537816,0.0,0.956140350877193
"(80, 20)",low,False,0.004,31,False,lateralization,mc_b,3.306878306878307e-05,1512,3,False,3,0,1398,111,1.0,0.02631578947368421,0.05128205128205127,0.0,0.9736842105263158
"(80, 20)",low,False,0.012,86,True,lateralization,mc_b,9.92063492063492e-05,504,9,False,9,0,360,135,1.0,0.0625,0.11764705882352941,0.0,0.9375
"(80, 20)",low,False,0.012,86,False,lateralization,mc_b,3.132832080200501e-05,1596,8,False,8,0,1452,136,1.0,0.05555555555555555,0.10526315789473684,0.0,0.9444444444444444
"(80, 20)",low,False,0.012,64,True,lateralization,mc_b,0.0001700680272108,294,5,False,5,0,210,79,1.0,0.05952380952380952,0.11235955056179775,0.0,0.9404761904761905
"(80, 20)",low,False,0.012,64,False,lateralization,mc_b,4.409171075837743e-05,1134,4,False,4,0,1050,80,1.0,0.047619047619047616,0.0909090909090909,0.0,0.9523809523809523
"(80, 20)",low,False,0.012,31,True,lateralization,mc_b,0.0003968253968253,126,3,False,3,0,90,33,1.0,0.08333333333333333,0.15384615384615385,0.0,0.9166666666666666
"(80, 20)",low,False,0.012,31,False,lateralization,mc_b,9.92063492063492e-05,504,2,False,2,0,468,34,1.0,0.05555555555555555,0.10526315789473684,0.0,0.9444444444444444
"(80, 20)",low,False,0.02,86,True,lateralization,mc_b,0.0001602564102564,312,7,False,7,0,216,89,1.0,0.07291666666666667,0.13592233009708737,0.0,0.9270833333333334
"(80, 20)",low,False,0.02,86,False,lateralization,mc_b,5.060728744939272e-05,988,4,False,4,0,892,92,1.0,0.041666666666666664,0.07999999999999999,0.0,0.9583333333333334
"(80, 20)",low,False,0.02,64,True,lateralization,mc_b,0.0002747252747252,182,5,False,5,0,126,51,1.0,0.08928571428571429,0.1639344262295082,0.0,0.9107142857142857
"(80, 20)",low,False,0.02,64,False,lateralization,mc_b,7.122507122507123e-05,702,4,False,3,1,645,53,0.75,0.05357142857142857,0.09999999999999999,0.0015479876160990713,0.9464285714285714
"(80, 20)",low,False,0.02,31,True,lateralization,mc_b,0.0006410256410256,78,3,False,3,0,54,21,1.0,0.125,0.2222222222222222,0.0,0.875
"(80, 20)",low,False,0.02,31,False,lateralization,mc_b,0.0001602564102564,312,1,False,1,0,288,23,1.0,0.041666666666666664,0.07999999999999999,0.0,0.9583333333333334
