amplitude,noise_filter,band_pass,window_size,density,location,condition,method,crit_p_val,total,positives,global_significant,TP,FP,TN,FN,precision,recall,F1
6020,0.2,False,0.02,64,False,baseline,w,0.0055901699437494,1664,0,False,0,0,1520,144,1.0,0.0,0.0
6020,0.2,False,0.02,64,False,vs_right,w,0.0055901699437494,1664,149,True,62,87,1433,82,0.4161073825503356,0.4305555555555556,0.42320819112627983
6020,0.2,False,0.02,64,False,vs_left,w,0.0055901699437494,1664,94,True,38,56,1464,106,0.40425531914893614,0.2638888888888889,0.319327731092437
6020,0.2,False,0.02,64,False,difference,w,0.0055901699437494,1664,2,False,0,2,1518,144,0.0,0.0,
6020,0.2,False,0.02,31,True,baseline,w,0.0158113883008418,208,0,False,0,0,144,64,1.0,0.0,0.0
6020,0.2,False,0.02,31,True,vs_right,w,0.0158113883008418,208,30,True,26,4,140,38,0.8666666666666667,0.40625,0.5531914893617021
6020,0.2,False,0.02,31,True,vs_left,w,0.0158113883008418,208,28,True,26,2,142,38,0.9285714285714286,0.40625,0.5652173913043478
6020,0.2,False,0.02,31,True,difference,w,0.0158113883008418,208,2,False,2,0,144,62,1.0,0.03125,0.06060606060606061
6020,0.2,False,0.02,31,False,baseline,w,0.0080321932890249,806,0,False,0,0,742,64,1.0,0.0,0.0
6020,0.2,False,0.02,31,False,vs_right,w,0.0080321932890249,806,71,True,24,47,695,40,0.3380281690140845,0.375,0.35555555555555557
6020,0.2,False,0.02,31,False,vs_left,w,0.0080321932890249,806,67,True,25,42,700,39,0.373134328358209,0.390625,0.3816793893129771
6020,0.2,False,0.02,31,False,difference,w,0.0080321932890249,806,1,False,0,1,741,64,0.0,0.0,
8040,0.1,True,0.004,86,True,baseline,w,0.0037796447300922,3528,4,False,0,4,2460,1064,0.0,0.0,
8040,0.1,True,0.004,86,True,vs_right,w,0.0037796447300922,3528,444,True,413,31,2433,651,0.9301801801801802,0.3881578947368421,0.5477453580901857
8040,0.1,True,0.004,86,True,vs_left,w,0.0037796447300922,3528,444,True,429,15,2449,635,0.9662162162162162,0.4031954887218045,0.5689655172413792
8040,0.1,True,0.004,86,True,difference,w,0.0037796447300922,3528,19,False,4,15,2449,1060,0.21052631578947367,0.0037593984962406013,0.007386888273314866
8040,0.1,True,0.004,86,False,baseline,w,0.0021566554640687,10836,10,False,0,10,9762,1064,0.0,0.0,
8040,0.1,True,0.004,86,False,vs_right,w,0.0021566554640687,10836,888,True,367,521,9251,697,0.4132882882882883,0.3449248120300752,0.37602459016393447
8040,0.1,True,0.004,86,False,vs_left,w,0.0021566554640687,10836,854,True,389,465,9307,675,0.45550351288056207,0.3656015037593985,0.40563086548488014
8040,0.1,True,0.004,86,False,difference,w,0.0021566554640687,10836,20,False,2,18,9754,1062,0.1,0.0018796992481203006,0.0036900369003690036
8040,0.1,True,0.004,64,True,baseline,w,0.0047140452079103,2268,6,False,2,4,1580,682,0.3333333333333333,0.0029239766081871343,0.0057971014492753615
8040,0.1,True,0.004,64,True,vs_right,w,0.0047140452079103,2268,333,True,307,26,1558,377,0.9219219219219219,0.44883040935672514,0.6037364798426744
8040,0.1,True,0.004,64,True,vs_left,w,0.0047140452079103,2268,325,True,322,3,1581,362,0.9907692307692307,0.47076023391812866,0.6382556987115957
8040,0.1,True,0.004,64,True,difference,w,0.0047140452079103,2268,12,False,7,5,1579,677,0.5833333333333334,0.01023391812865497,0.020114942528735632
8040,0.1,True,0.004,64,False,baseline,w,0.0025,8064,7,False,0,7,7373,684,0.0,0.0,
8040,0.1,True,0.004,64,False,vs_right,w,0.0025,8064,692,True,269,423,6957,415,0.38872832369942195,0.3932748538011696,0.3909883720930233
8040,0.1,True,0.004,64,False,vs_left,w,0.0025,8064,638,True,286,352,7028,398,0.4482758620689655,0.41812865497076024,0.43267776096822996
8040,0.1,True,0.004,64,False,difference,w,0.0025,8064,14,False,3,11,7369,681,0.21428571428571427,0.0043859649122807015,0.008595988538681949
8040,0.1,True,0.004,31,True,baseline,w,0.0070710678118654,1008,5,False,0,5,699,304,0.0,0.0,
8040,0.1,True,0.004,31,True,vs_right,w,0.0070710678118654,1008,161,True,142,19,685,162,0.8819875776397516,0.46710526315789475,0.610752688172043
8040,0.1,True,0.004,31,True,vs_left,w,0.0070710678118654,1008,138,True,136,2,702,168,0.9855072463768116,0.4473684210526316,0.6153846153846154
8040,0.1,True,0.004,31,True,difference,w,0.0070710678118654,1008,2,False,2,0,704,302,1.0,0.006578947368421052,0.013071895424836602
8040,0.1,True,0.004,31,False,baseline,w,0.0035921060405354,3906,9,False,0,9,3593,304,0.0,0.0,
8040,0.1,True,0.004,31,False,vs_right,w,0.0035921060405354,3906,363,True,127,236,3366,177,0.349862258953168,0.41776315789473684,0.3808095952023988
8040,0.1,True,0.004,31,False,vs_left,w,0.0035921060405354,3906,329,True,122,207,3395,182,0.3708206686930091,0.40131578947368424,0.38546603475513425
8040,0.1,True,0.004,31,False,difference,w,0.0035921060405354,3906,8,False,0,8,3594,304,0.0,0.0,
8040,0.1,True,0.012,86,True,baseline,w,0.0065995459668556,1176,1,False,0,1,839,336,0.0,0.0,
8040,0.1,True,0.012,86,True,vs_right,w,0.0065995459668556,1176,159,True,148,11,829,188,0.9308176100628931,0.44047619047619047,0.597979797979798
8040,0.1,True,0.012,86,True,vs_left,w,0.0065995459668556,1176,161,True,154,7,833,182,0.9565217391304348,0.4583333333333333,0.619718309859155
8040,0.1,True,0.012,86,True,difference,w,0.0065995459668556,1176,6,False,2,4,836,334,0.3333333333333333,0.005952380952380952,0.011695906432748539
8040,0.1,True,0.012,86,False,baseline,w,0.0037656837841065,3612,2,False,0,2,3274,336,0.0,0.0,
8040,0.1,True,0.012,86,False,vs_right,w,0.0037656837841065,3612,312,True,129,183,3093,207,0.41346153846153844,0.38392857142857145,0.3981481481481481
8040,0.1,True,0.012,86,False,vs_left,w,0.0037656837841065,3612,291,True,137,154,3122,199,0.47079037800687284,0.40773809523809523,0.4370015948963317
8040,0.1,True,0.012,86,False,difference,w,0.0037656837841065,3612,9,False,2,7,3269,334,0.2222222222222222,0.005952380952380952,0.011594202898550725
8040,0.1,True,0.012,64,True,baseline,w,0.0082310799720799,756,1,False,0,1,539,216,0.0,0.0,
8040,0.1,True,0.012,64,True,vs_right,w,0.0082310799720799,756,117,True,105,12,528,111,0.8974358974358975,0.4861111111111111,0.6306306306306306
8040,0.1,True,0.012,64,True,vs_left,w,0.0082310799720799,756,115,True,114,1,539,102,0.991304347826087,0.5277777777777778,0.6888217522658611
8040,0.1,True,0.012,64,True,difference,w,0.0082310799720799,756,4,False,2,2,538,214,0.5,0.009259259259259259,0.01818181818181818
8040,0.1,True,0.012,64,False,baseline,w,0.0043651893485598,2688,0,False,0,0,2472,216,1.0,0.0,0.0
8040,0.1,True,0.012,64,False,vs_right,w,0.0043651893485598,2688,255,True,98,157,2315,118,0.3843137254901961,0.4537037037037037,0.41613588110403404
8040,0.1,True,0.012,64,False,vs_left,w,0.0043651893485598,2688,220,True,108,112,2360,108,0.4909090909090909,0.5,0.4954128440366972
8040,0.1,True,0.012,64,False,difference,w,0.0043651893485598,2688,4,False,2,2,2470,214,0.5,0.009259259259259259,0.01818181818181818
8040,0.1,True,0.012,31,True,baseline,w,0.0123466199581198,336,1,False,0,1,239,96,0.0,0.0,
8040,0.1,True,0.012,31,True,vs_right,w,0.0123466199581198,336,54,True,49,5,235,47,0.9074074074074074,0.5104166666666666,0.6533333333333333
8040,0.1,True,0.012,31,True,vs_left,w,0.0123466199581198,336,47,True,47,0,240,49,1.0,0.4895833333333333,0.6573426573426574
8040,0.1,True,0.012,31,True,difference,w,0.0123466199581198,336,0,False,0,0,240,96,1.0,0.0,0.0
8040,0.1,True,0.012,31,False,baseline,w,0.0062720892108172,1302,1,False,0,1,1205,96,0.0,0.0,
8040,0.1,True,0.012,31,False,vs_right,w,0.0062720892108172,1302,125,True,45,80,1126,51,0.36,0.46875,0.40723981900452483
8040,0.1,True,0.012,31,False,vs_left,w,0.0062720892108172,1302,110,True,46,64,1142,50,0.41818181818181815,0.4791666666666667,0.44660194174757284
8040,0.1,True,0.012,31,False,difference,w,0.0062720892108172,1302,2,False,0,2,1204,96,0.0,0.0,
8040,0.1,True,0.02,86,True,baseline,w,0.0084515425472851,728,1,False,0,1,503,224,0.0,0.0,
8040,0.1,True,0.02,86,True,vs_right,w,0.0084515425472851,728,84,True,81,3,501,143,0.9642857142857143,0.36160714285714285,0.525974025974026
8040,0.1,True,0.02,86,True,vs_left,w,0.0084515425472851,728,88,True,88,0,504,136,1.0,0.39285714285714285,0.5641025641025641
8040,0.1,True,0.02,86,True,difference,w,0.0084515425472851,728,2,False,2,0,504,222,1.0,0.008928571428571428,0.017699115044247787
8040,0.1,True,0.02,86,False,baseline,w,0.0048224282217041,2236,1,False,0,1,2011,224,0.0,0.0,
8040,0.1,True,0.02,86,False,vs_right,w,0.0048224282217041,2236,172,True,73,99,1913,151,0.42441860465116277,0.32589285714285715,0.36868686868686873
8040,0.1,True,0.02,86,False,vs_left,w,0.0048224282217041,2236,131,True,73,58,1954,151,0.5572519083969466,0.32589285714285715,0.4112676056338028
8040,0.1,True,0.02,86,False,difference,w,0.0048224282217041,2236,1,False,0,1,2011,224,0.0,0.0,
8040,0.1,True,0.02,64,True,baseline,w,0.0105409255338945,468,1,False,0,1,323,144,0.0,0.0,
8040,0.1,True,0.02,64,True,vs_right,w,0.0105409255338945,468,64,True,61,3,321,83,0.953125,0.4236111111111111,0.5865384615384616
8040,0.1,True,0.02,64,True,vs_left,w,0.0105409255338945,468,65,True,65,0,324,79,1.0,0.4513888888888889,0.6220095693779905
8040,0.1,True,0.02,64,True,difference,w,0.0105409255338945,468,2,False,2,0,324,142,1.0,0.013888888888888888,0.0273972602739726
8040,0.1,True,0.02,64,False,baseline,w,0.0055901699437494,1664,1,False,0,1,1519,144,0.0,0.0,
8040,0.1,True,0.02,64,False,vs_right,w,0.0055901699437494,1664,135,True,55,80,1440,89,0.4074074074074074,0.3819444444444444,0.39426523297491034
8040,0.1,True,0.02,64,False,vs_left,w,0.0055901699437494,1664,99,True,59,40,1480,85,0.5959595959595959,0.4097222222222222,0.48559670781893
8040,0.1,True,0.02,64,False,difference,w,0.0055901699437494,1664,0,False,0,0,1520,144,1.0,0.0,0.0
8040,0.1,True,0.02,31,True,baseline,w,0.0158113883008418,208,1,False,0,1,143,64,0.0,0.0,
8040,0.1,True,0.02,31,True,vs_right,w,0.0158113883008418,208,34,True,29,5,139,35,0.8529411764705882,0.453125,0.5918367346938775
8040,0.1,True,0.02,31,True,vs_left,w,0.0158113883008418,208,30,True,30,0,144,34,1.0,0.46875,0.6382978723404256
8040,0.1,True,0.02,31,True,difference,w,0.0158113883008418,208,0,False,0,0,144,64,1.0,0.0,0.0
8040,0.1,True,0.02,31,False,baseline,w,0.0080321932890249,806,1,False,0,1,741,64,0.0,0.0,
8040,0.1,True,0.02,31,False,vs_right,w,0.0080321932890249,806,69,True,26,43,699,38,0.37681159420289856,0.40625,0.3909774436090226
8040,0.1,True,0.02,31,False,vs_left,w,0.0080321932890249,806,52,True,27,25,717,37,0.5192307692307693,0.421875,0.46551724137931033
8040,0.1,True,0.02,31,False,difference,w,0.0080321932890249,806,0,False,0,0,742,64,1.0,0.0,0.0
8040,0.1,False,0.004,86,True,baseline,w,0.0037796447300922,3528,18,False,4,14,2450,1060,0.2222222222222222,0.0037593984962406013,0.0073937153419593345
8040,0.1,False,0.004,86,True,vs_right,w,0.0037796447300922,3528,450,True,427,23,2441,637,0.9488888888888889,0.40131578947368424,0.5640686922060766
8040,0.1,False,0.004,86,True,vs_left,w,0.0037796447300922,3528,416,True,410,6,2458,654,0.9855769230769231,0.38533834586466165,0.5540540540540541
8040,0.1,False,0.004,86,True,difference,w,0.0037796447300922,3528,9,False,4,5,2459,1060,0.4444444444444444,0.0037593984962406013,0.007455731593662628
8040,0.1,False,0.004,86,False,baseline,w,0.0021566554640687,10836,14,False,0,14,9758,1064,0.0,0.0,
8040,0.1,False,0.004,86,False,vs_right,w,0.0021566554640687,10836,812,True,388,424,9348,676,0.47783251231527096,0.36466165413533835,0.4136460554371002
8040,0.1,False,0.004,86,False,vs_left,w,0.0021566554640687,10836,736,True,371,365,9407,693,0.5040760869565217,0.34868421052631576,0.41222222222222227
8040,0.1,False,0.004,86,False,difference,w,0.0021566554640687,10836,14,False,0,14,9758,1064,0.0,0.0,
8040,0.1,False,0.004,64,True,baseline,w,0.0047140452079103,2268,14,False,4,10,1574,680,0.2857142857142857,0.005847953216374269,0.011461318051575931
8040,0.1,False,0.004,64,True,vs_right,w,0.0047140452079103,2268,330,True,318,12,1572,366,0.9636363636363636,0.4649122807017544,0.6272189349112426
8040,0.1,False,0.004,64,True,vs_left,w,0.0047140452079103,2268,309,True,307,2,1582,377,0.9935275080906149,0.44883040935672514,0.6183282980866063
8040,0.1,False,0.004,64,True,difference,w,0.0047140452079103,2268,2,False,2,0,1584,682,1.0,0.0029239766081871343,0.005830903790087463
8040,0.1,False,0.004,64,False,baseline,w,0.0025,8064,12,False,2,10,7370,682,0.16666666666666666,0.0029239766081871343,0.005747126436781609
8040,0.1,False,0.004,64,False,vs_right,w,0.0025,8064,615,True,274,341,7039,410,0.44552845528455287,0.40058479532163743,0.42186297151655117
8040,0.1,False,0.004,64,False,vs_left,w,0.0025,8064,575,True,276,299,7081,408,0.48,0.40350877192982454,0.4384432088959492
8040,0.1,False,0.004,64,False,difference,w,0.0025,8064,11,False,2,9,7371,682,0.18181818181818182,0.0029239766081871343,0.005755395683453237
8040,0.1,False,0.004,31,True,baseline,w,0.0070710678118654,1008,10,False,0,10,694,304,0.0,0.0,
8040,0.1,False,0.004,31,True,vs_right,w,0.0070710678118654,1008,153,True,141,12,692,163,0.9215686274509803,0.46381578947368424,0.6170678336980306
8040,0.1,False,0.004,31,True,vs_left,w,0.0070710678118654,1008,138,True,136,2,702,168,0.9855072463768116,0.4473684210526316,0.6153846153846154
8040,0.1,False,0.004,31,True,difference,w,0.0070710678118654,1008,0,False,0,0,704,304,1.0,0.0,0.0
8040,0.1,False,0.004,31,False,baseline,w,0.0035921060405354,3906,11,False,0,11,3591,304,0.0,0.0,
8040,0.1,False,0.004,31,False,vs_right,w,0.0035921060405354,3906,324,True,124,200,3402,180,0.38271604938271603,0.40789473684210525,0.3949044585987261
8040,0.1,False,0.004,31,False,vs_left,w,0.0035921060405354,3906,270,True,119,151,3451,185,0.44074074074074077,0.39144736842105265,0.4146341463414634
8040,0.1,False,0.004,31,False,difference,w,0.0035921060405354,3906,6,False,0,6,3596,304,0.0,0.0,
8040,0.1,False,0.012,86,True,baseline,w,0.0065995459668556,1176,2,False,1,1,839,335,0.5,0.002976190476190476,0.005917159763313609
8040,0.1,False,0.012,86,True,vs_right,w,0.0065995459668556,1176,168,True,159,9,831,177,0.9464285714285714,0.4732142857142857,0.6309523809523809
8040,0.1,False,0.012,86,True,vs_left,w,0.0065995459668556,1176,148,True,147,1,839,189,0.9932432432432432,0.4375,0.6074380165289256
8040,0.1,False,0.012,86,True,difference,w,0.0065995459668556,1176,2,False,0,2,838,336,0.0,0.0,
8040,0.1,False,0.012,86,False,baseline,w,0.0037656837841065,3612,0,False,0,0,3276,336,1.0,0.0,0.0
8040,0.1,False,0.012,86,False,vs_right,w,0.0037656837841065,3612,297,True,142,155,3121,194,0.4781144781144781,0.4226190476190476,0.4486571879936809
8040,0.1,False,0.012,86,False,vs_left,w,0.0037656837841065,3612,253,True,129,124,3152,207,0.5098814229249012,0.38392857142857145,0.4380305602716469
8040,0.1,False,0.012,86,False,difference,w,0.0037656837841065,3612,2,False,0,2,3274,336,0.0,0.0,
8040,0.1,False,0.012,64,True,baseline,w,0.0082310799720799,756,2,False,1,1,539,215,0.5,0.004629629629629629,0.009174311926605503
8040,0.1,False,0.012,64,True,vs_right,w,0.0082310799720799,756,117,True,112,5,535,104,0.9572649572649573,0.5185185185185185,0.6726726726726726
8040,0.1,False,0.012,64,True,vs_left,w,0.0082310799720799,756,109,True,108,1,539,108,0.9908256880733946,0.5,0.6646153846153846
8040,0.1,False,0.012,64,True,difference,w,0.0082310799720799,756,0,False,0,0,540,216,1.0,0.0,0.0
8040,0.1,False,0.012,64,False,baseline,w,0.0043651893485598,2688,2,False,1,1,2471,215,0.5,0.004629629629629629,0.009174311926605503
8040,0.1,False,0.012,64,False,vs_right,w,0.0043651893485598,2688,226,True,103,123,2349,113,0.4557522123893805,0.47685185185185186,0.46606334841628966
8040,0.1,False,0.012,64,False,vs_left,w,0.0043651893485598,2688,208,True,97,111,2361,119,0.46634615384615385,0.44907407407407407,0.45754716981132076
8040,0.1,False,0.012,64,False,difference,w,0.0043651893485598,2688,0,False,0,0,2472,216,1.0,0.0,0.0
8040,0.1,False,0.012,31,True,baseline,w,0.0123466199581198,336,2,False,0,2,238,96,0.0,0.0,
8040,0.1,False,0.012,31,True,vs_right,w,0.0123466199581198,336,55,True,50,5,235,46,0.9090909090909091,0.5208333333333334,0.6622516556291391
8040,0.1,False,0.012,31,True,vs_left,w,0.0123466199581198,336,46,True,46,0,240,50,1.0,0.4791666666666667,0.647887323943662
8040,0.1,False,0.012,31,True,difference,w,0.0123466199581198,336,0,False,0,0,240,96,1.0,0.0,0.0
8040,0.1,False,0.012,31,False,baseline,w,0.0062720892108172,1302,0,False,0,0,1206,96,1.0,0.0,0.0
8040,0.1,False,0.012,31,False,vs_right,w,0.0062720892108172,1302,115,True,44,71,1135,52,0.3826086956521739,0.4583333333333333,0.4170616113744076
8040,0.1,False,0.012,31,False,vs_left,w,0.0062720892108172,1302,98,True,44,54,1152,52,0.4489795918367347,0.4583333333333333,0.45360824742268036
8040,0.1,False,0.012,31,False,difference,w,0.0062720892108172,1302,2,False,0,2,1204,96,0.0,0.0,
8040,0.1,False,0.02,86,True,baseline,w,0.0084515425472851,728,2,False,0,2,502,224,0.0,0.0,
8040,0.1,False,0.02,86,True,vs_right,w,0.0084515425472851,728,92,True,88,4,500,136,0.9565217391304348,0.39285714285714285,0.5569620253164557
8040,0.1,False,0.02,86,True,vs_left,w,0.0084515425472851,728,71,True,71,0,504,153,1.0,0.3169642857142857,0.48135593220338985
8040,0.1,False,0.02,86,True,difference,w,0.0084515425472851,728,0,False,0,0,504,224,1.0,0.0,0.0
8040,0.1,False,0.02,86,False,baseline,w,0.0048224282217041,2236,2,False,0,2,2010,224,0.0,0.0,
8040,0.1,False,0.02,86,False,vs_right,w,0.0048224282217041,2236,156,True,80,76,1936,144,0.5128205128205128,0.35714285714285715,0.42105263157894735
8040,0.1,False,0.02,86,False,vs_left,w,0.0048224282217041,2236,101,False,60,41,1971,164,0.594059405940594,0.26785714285714285,0.3692307692307692
8040,0.1,False,0.02,86,False,difference,w,0.0048224282217041,2236,0,False,0,0,2012,224,1.0,0.0,0.0
8040,0.1,False,0.02,64,True,baseline,w,0.0105409255338945,468,2,False,0,2,322,144,0.0,0.0,
8040,0.1,False,0.02,64,True,vs_right,w,0.0105409255338945,468,69,True,67,2,322,77,0.9710144927536232,0.4652777777777778,0.6291079812206573
8040,0.1,False,0.02,64,True,vs_left,w,0.0105409255338945,468,57,True,57,0,324,87,1.0,0.3958333333333333,0.5671641791044776
8040,0.1,False,0.02,64,True,difference,w,0.0105409255338945,468,0,False,0,0,324,144,1.0,0.0,0.0
8040,0.1,False,0.02,64,False,baseline,w,0.0055901699437494,1664,2,False,0,2,1518,144,0.0,0.0,
8040,0.1,False,0.02,64,False,vs_right,w,0.0055901699437494,1664,121,True,61,60,1460,83,0.5041322314049587,0.4236111111111111,0.46037735849056605
8040,0.1,False,0.02,64,False,vs_left,w,0.0055901699437494,1664,76,False,43,33,1487,101,0.5657894736842105,0.2986111111111111,0.39090909090909093
8040,0.1,False,0.02,64,False,difference,w,0.0055901699437494,1664,0,False,0,0,1520,144,1.0,0.0,0.0
8040,0.1,False,0.02,31,True,baseline,w,0.0158113883008418,208,2,False,0,2,142,64,0.0,0.0,
8040,0.1,False,0.02,31,True,vs_right,w,0.0158113883008418,208,31,True,28,3,141,36,0.9032258064516129,0.4375,0.5894736842105263
8040,0.1,False,0.02,31,True,vs_left,w,0.0158113883008418,208,22,True,22,0,144,42,1.0,0.34375,0.5116279069767442
8040,0.1,False,0.02,31,True,difference,w,0.0158113883008418,208,0,False,0,0,144,64,1.0,0.0,0.0
8040,0.1,False,0.02,31,False,baseline,w,0.0080321932890249,806,3,False,0,3,739,64,0.0,0.0,
8040,0.1,False,0.02,31,False,vs_right,w,0.0080321932890249,806,62,True,28,34,708,36,0.45161290322580644,0.4375,0.4444444444444444
8040,0.1,False,0.02,31,False,vs_left,w,0.0080321932890249,806,36,False,18,18,724,46,0.5,0.28125,0.36
8040,0.1,False,0.02,31,False,difference,w,0.0080321932890249,806,0,False,0,0,742,64,1.0,0.0,0.0
8040,0.2,True,0.004,86,True,baseline,w,0.0037796447300922,3528,21,False,9,12,2452,1055,0.42857142857142855,0.008458646616541353,0.016589861751152072
8040,0.2,True,0.004,86,True,vs_right,w,0.0037796447300922,3528,570,True,500,70,2394,564,0.8771929824561403,0.4699248120300752,0.6119951040391678
8040,0.2,True,0.004,86,True,vs_left,w,0.0037796447300922,3528,522,True,498,24,2440,566,0.9540229885057471,0.4680451127819549,0.6279949558638083
8040,0.2,True,0.004,86,True,difference,w,0.0037796447300922,3528,20,False,12,8,2456,1052,0.6,0.011278195488721804,0.02214022140221402
8040,0.2,True,0.004,86,False,baseline,w,0.0021566554640687,10836,27,False,8,19,9753,1056,0.2962962962962963,0.007518796992481203,0.01466544454628781
8040,0.2,True,0.004,86,False,vs_right,w,0.0021566554640687,10836,1359,True,455,904,8868,609,0.33480500367917587,0.4276315789473684,0.3755674783326455
8040,0.2,True,0.004,86,False,vs_left,w,0.0021566554640687,10836,1244,True,448,796,8976,616,0.36012861736334406,0.42105263157894735,0.38821490467937614
8040,0.2,True,0.004,86,False,difference,w,0.0021566554640687,10836,43,False,6,37,9735,1058,0.13953488372093023,0.005639097744360902,0.010840108401084009
8040,0.2,True,0.004,64,True,baseline,w,0.0047140452079103,2268,15,False,7,8,1576,677,0.4666666666666667,0.01023391812865497,0.020028612303290415
8040,0.2,True,0.004,64,True,vs_right,w,0.0047140452079103,2268,417,True,362,55,1529,322,0.86810551558753,0.5292397660818714,0.6575840145322435
8040,0.2,True,0.004,64,True,vs_left,w,0.0047140452079103,2268,375,True,351,24,1560,333,0.936,0.5131578947368421,0.6628895184135978
8040,0.2,True,0.004,64,True,difference,w,0.0047140452079103,2268,11,False,9,2,1582,675,0.8181818181818182,0.013157894736842105,0.025899280575539568
8040,0.2,True,0.004,64,False,baseline,w,0.0025,8064,21,False,6,15,7365,678,0.2857142857142857,0.008771929824561403,0.017021276595744678
8040,0.2,True,0.004,64,False,vs_right,w,0.0025,8064,1045,True,324,721,6659,360,0.31004784688995213,0.47368421052631576,0.3747831116252169
8040,0.2,True,0.004,64,False,vs_left,w,0.0025,8064,946,True,318,628,6752,366,0.3361522198731501,0.4649122807017544,0.3901840490797546
8040,0.2,True,0.004,64,False,difference,w,0.0025,8064,38,False,3,35,7345,681,0.07894736842105263,0.0043859649122807015,0.008310249307479223
8040,0.2,True,0.004,31,True,baseline,w,0.0070710678118654,1008,8,False,5,3,701,299,0.625,0.01644736842105263,0.03205128205128205
8040,0.2,True,0.004,31,True,vs_right,w,0.0070710678118654,1008,193,True,156,37,667,148,0.8082901554404145,0.5131578947368421,0.6277665995975854
8040,0.2,True,0.004,31,True,vs_left,w,0.0070710678118654,1008,166,True,158,8,696,146,0.9518072289156626,0.5197368421052632,0.6723404255319149
8040,0.2,True,0.004,31,True,difference,w,0.0070710678118654,1008,6,False,6,0,704,298,1.0,0.019736842105263157,0.03870967741935484
8040,0.2,True,0.004,31,False,baseline,w,0.0035921060405354,3906,14,False,4,10,3592,300,0.2857142857142857,0.013157894736842105,0.025157232704402517
8040,0.2,True,0.004,31,False,vs_right,w,0.0035921060405354,3906,527,True,144,383,3219,160,0.2732447817836812,0.47368421052631576,0.3465703971119134
8040,0.2,True,0.004,31,False,vs_left,w,0.0035921060405354,3906,485,True,139,346,3256,165,0.2865979381443299,0.45723684210526316,0.35234474017743983
8040,0.2,True,0.004,31,False,difference,w,0.0035921060405354,3906,26,False,2,24,3578,302,0.07692307692307693,0.006578947368421052,0.012121212121212121
8040,0.2,True,0.012,86,True,baseline,w,0.0065995459668556,1176,2,False,2,0,840,334,1.0,0.005952380952380952,0.011834319526627219
8040,0.2,True,0.012,86,True,vs_right,w,0.0065995459668556,1176,200,True,173,27,813,163,0.865,0.5148809523809523,0.6455223880597014
8040,0.2,True,0.012,86,True,vs_left,w,0.0065995459668556,1176,186,True,180,6,834,156,0.967741935483871,0.5357142857142857,0.6896551724137931
8040,0.2,True,0.012,86,True,difference,w,0.0065995459668556,1176,0,False,0,0,840,336,1.0,0.0,0.0
8040,0.2,True,0.012,86,False,baseline,w,0.0037656837841065,3612,6,False,2,4,3272,334,0.3333333333333333,0.005952380952380952,0.011695906432748539
8040,0.2,True,0.012,86,False,vs_right,w,0.0037656837841065,3612,485,True,164,321,2955,172,0.33814432989690724,0.4880952380952381,0.3995127892813642
8040,0.2,True,0.012,86,False,vs_left,w,0.0037656837841065,3612,432,True,156,276,3000,180,0.3611111111111111,0.4642857142857143,0.40625000000000006
8040,0.2,True,0.012,86,False,difference,w,0.0037656837841065,3612,6,False,0,6,3270,336,0.0,0.0,
8040,0.2,True,0.012,64,True,baseline,w,0.0082310799720799,756,2,False,2,0,540,214,1.0,0.009259259259259259,0.018348623853211007
8040,0.2,True,0.012,64,True,vs_right,w,0.0082310799720799,756,143,True,123,20,520,93,0.8601398601398601,0.5694444444444444,0.6852367688022284
8040,0.2,True,0.012,64,True,vs_left,w,0.0082310799720799,756,139,True,129,10,530,87,0.9280575539568345,0.5972222222222222,0.7267605633802816
8040,0.2,True,0.012,64,True,difference,w,0.0082310799720799,756,0,False,0,0,540,216,1.0,0.0,0.0
8040,0.2,True,0.012,64,False,baseline,w,0.0043651893485598,2688,6,False,2,4,2468,214,0.3333333333333333,0.009259259259259259,0.018018018018018018
8040,0.2,True,0.012,64,False,vs_right,w,0.0043651893485598,2688,375,True,118,257,2215,98,0.31466666666666665,0.5462962962962963,0.39932318104906933
8040,0.2,True,0.012,64,False,vs_left,w,0.0043651893485598,2688,338,True,112,226,2246,104,0.33136094674556216,0.5185185185185185,0.40433212996389895
8040,0.2,True,0.012,64,False,difference,w,0.0043651893485598,2688,6,False,0,6,2466,216,0.0,0.0,
8040,0.2,True,0.012,31,True,baseline,w,0.0123466199581198,336,5,False,2,3,237,94,0.4,0.020833333333333332,0.039603960396039604
8040,0.2,True,0.012,31,True,vs_right,w,0.0123466199581198,336,67,True,51,16,224,45,0.7611940298507462,0.53125,0.6257668711656441
8040,0.2,True,0.012,31,True,vs_left,w,0.0123466199581198,336,59,True,57,2,238,39,0.9661016949152542,0.59375,0.7354838709677419
8040,0.2,True,0.012,31,True,difference,w,0.0123466199581198,336,4,False,4,0,240,92,1.0,0.041666666666666664,0.07999999999999999
8040,0.2,True,0.012,31,False,baseline,w,0.0062720892108172,1302,5,False,2,3,1203,94,0.4,0.020833333333333332,0.039603960396039604
8040,0.2,True,0.012,31,False,vs_right,w,0.0062720892108172,1302,186,True,50,136,1070,46,0.26881720430107525,0.5208333333333334,0.35460992907801414
8040,0.2,True,0.012,31,False,vs_left,w,0.0062720892108172,1302,169,True,53,116,1090,43,0.3136094674556213,0.5520833333333334,0.4000000000000001
8040,0.2,True,0.012,31,False,difference,w,0.0062720892108172,1302,8,False,0,8,1198,96,0.0,0.0,
