amplitude,noise_filter,band_pass,window_size,density,location,condition,method,crit_p_val,total,positives,global_significant,TP,FP,TN,FN,precision,recall,F1
6030,0.2,True,0.012,86,False,difference,w,0.0037656837841065,3612,4,False,2,2,3274,334,0.5,0.005952380952380952,0.011764705882352941
6030,0.2,True,0.012,64,True,baseline,w,0.0082310799720799,756,0,False,0,0,540,216,1.0,0.0,0.0
6030,0.2,True,0.012,64,True,vs_right,w,0.0082310799720799,756,142,True,120,22,518,96,0.8450704225352113,0.5555555555555556,0.6703910614525139
6030,0.2,True,0.012,64,True,vs_left,w,0.0082310799720799,756,126,True,121,5,535,95,0.9603174603174603,0.5601851851851852,0.7076023391812867
6030,0.2,True,0.012,64,True,difference,w,0.0082310799720799,756,4,False,2,2,538,214,0.5,0.009259259259259259,0.01818181818181818
6030,0.2,True,0.012,64,False,baseline,w,0.0043651893485598,2688,6,False,0,6,2466,216,0.0,0.0,
6030,0.2,True,0.012,64,False,vs_right,w,0.0043651893485598,2688,313,True,115,198,2274,101,0.36741214057507987,0.5324074074074074,0.4347826086956522
6030,0.2,True,0.012,64,False,vs_left,w,0.0043651893485598,2688,322,True,110,212,2260,106,0.3416149068322981,0.5092592592592593,0.40892193308550184
6030,0.2,True,0.012,64,False,difference,w,0.0043651893485598,2688,2,False,0,2,2470,216,0.0,0.0,
6030,0.2,True,0.012,31,True,baseline,w,0.0123466199581198,336,2,False,2,0,240,94,1.0,0.020833333333333332,0.04081632653061225
6030,0.2,True,0.012,31,True,vs_right,w,0.0123466199581198,336,67,True,52,15,225,44,0.7761194029850746,0.5416666666666666,0.6380368098159509
6030,0.2,True,0.012,31,True,vs_left,w,0.0123466199581198,336,61,True,55,6,234,41,0.9016393442622951,0.5729166666666666,0.7006369426751593
6030,0.2,True,0.012,31,True,difference,w,0.0123466199581198,336,2,False,0,2,238,96,0.0,0.0,
6030,0.2,True,0.012,31,False,baseline,w,0.0062720892108172,1302,5,False,0,5,1201,96,0.0,0.0,
6030,0.2,True,0.012,31,False,vs_right,w,0.0062720892108172,1302,155,True,48,107,1099,48,0.3096774193548387,0.5,0.38247011952191234
6030,0.2,True,0.012,31,False,vs_left,w,0.0062720892108172,1302,170,True,52,118,1088,44,0.3058823529411765,0.5416666666666666,0.39097744360902253
6030,0.2,True,0.012,31,False,difference,w,0.0062720892108172,1302,2,False,0,2,1204,96,0.0,0.0,
6030,0.2,True,0.02,86,True,baseline,w,0.0084515425472851,728,0,False,0,0,504,224,1.0,0.0,0.0
6030,0.2,True,0.02,86,True,vs_right,w,0.0084515425472851,728,105,True,95,10,494,129,0.9047619047619048,0.42410714285714285,0.5775075987841946
6030,0.2,True,0.02,86,True,vs_left,w,0.0084515425472851,728,105,True,101,4,500,123,0.9619047619047619,0.45089285714285715,0.6139817629179332
6030,0.2,True,0.02,86,True,difference,w,0.0084515425472851,728,1,False,0,1,503,224,0.0,0.0,
6030,0.2,True,0.02,86,False,baseline,w,0.0048224282217041,2236,3,False,0,3,2009,224,0.0,0.0,
6030,0.2,True,0.02,86,False,vs_right,w,0.0048224282217041,2236,218,True,91,127,1885,133,0.41743119266055045,0.40625,0.41176470588235287
6030,0.2,True,0.02,86,False,vs_left,w,0.0048224282217041,2236,185,True,91,94,1918,133,0.4918918918918919,0.40625,0.44498777506112464
6030,0.2,True,0.02,86,False,difference,w,0.0048224282217041,2236,1,False,0,1,2011,224,0.0,0.0,
6030,0.2,True,0.02,64,True,baseline,w,0.0105409255338945,468,0,False,0,0,324,144,1.0,0.0,0.0
6030,0.2,True,0.02,64,True,vs_right,w,0.0105409255338945,468,75,True,67,8,316,77,0.8933333333333333,0.4652777777777778,0.6118721461187214
6030,0.2,True,0.02,64,True,vs_left,w,0.0105409255338945,468,77,True,72,5,319,72,0.935064935064935,0.5,0.6515837104072398
6030,0.2,True,0.02,64,True,difference,w,0.0105409255338945,468,1,False,0,1,323,144,0.0,0.0,
6030,0.2,True,0.02,64,False,baseline,w,0.0055901699437494,1664,3,False,0,3,1517,144,0.0,0.0,
6030,0.2,True,0.02,64,False,vs_right,w,0.0055901699437494,1664,161,True,66,95,1425,78,0.40993788819875776,0.4583333333333333,0.4327868852459016
6030,0.2,True,0.02,64,False,vs_left,w,0.0055901699437494,1664,144,True,67,77,1443,77,0.4652777777777778,0.4652777777777778,0.4652777777777778
6030,0.2,True,0.02,64,False,difference,w,0.0055901699437494,1664,1,False,0,1,1519,144,0.0,0.0,
6030,0.2,True,0.02,31,True,baseline,w,0.0158113883008418,208,0,False,0,0,144,64,1.0,0.0,0.0
6030,0.2,True,0.02,31,True,vs_right,w,0.0158113883008418,208,36,True,30,6,138,34,0.8333333333333334,0.46875,0.6
6030,0.2,True,0.02,31,True,vs_left,w,0.0158113883008418,208,35,True,32,3,141,32,0.9142857142857143,0.5,0.6464646464646465
6030,0.2,True,0.02,31,True,difference,w,0.0158113883008418,208,1,False,0,1,143,64,0.0,0.0,
6030,0.2,True,0.02,31,False,baseline,w,0.0080321932890249,806,2,False,0,2,740,64,0.0,0.0,
6030,0.2,True,0.02,31,False,vs_right,w,0.0080321932890249,806,90,True,29,61,681,35,0.32222222222222224,0.453125,0.37662337662337664
6030,0.2,True,0.02,31,False,vs_left,w,0.0080321932890249,806,84,True,32,52,690,32,0.38095238095238093,0.5,0.4324324324324324
6030,0.2,True,0.02,31,False,difference,w,0.0080321932890249,806,1,False,0,1,741,64,0.0,0.0,
6030,0.2,False,0.004,86,True,baseline,w,0.0037796447300922,3528,9,False,2,7,2457,1062,0.2222222222222222,0.0018796992481203006,0.003727865796831314
6030,0.2,False,0.004,86,True,vs_right,w,0.0037796447300922,3528,511,True,465,46,2418,599,0.9099804305283757,0.43703007518796994,0.5904761904761904
6030,0.2,False,0.004,86,True,vs_left,w,0.0037796447300922,3528,482,True,457,25,2439,607,0.9481327800829875,0.42951127819548873,0.5912031047865458
6030,0.2,False,0.004,86,True,difference,w,0.0037796447300922,3528,19,False,14,5,2459,1050,0.7368421052631579,0.013157894736842105,0.02585410895660203
6030,0.2,False,0.004,86,False,baseline,w,0.0021566554640687,10836,12,False,0,12,9760,1064,0.0,0.0,
6030,0.2,False,0.004,86,False,vs_right,w,0.0021566554640687,10836,1086,True,422,664,9108,642,0.3885819521178637,0.3966165413533835,0.3925581395348837
6030,0.2,False,0.004,86,False,vs_left,w,0.0021566554640687,10836,1118,True,419,699,9073,645,0.3747763864042934,0.39379699248120303,0.384051329055912
6030,0.2,False,0.004,86,False,difference,w,0.0021566554640687,10836,25,False,7,18,9754,1057,0.28,0.006578947368421052,0.012855831037649219
6030,0.2,False,0.004,64,True,baseline,w,0.0047140452079103,2268,7,False,2,5,1579,682,0.2857142857142857,0.0029239766081871343,0.0057887120115774245
6030,0.2,False,0.004,64,True,vs_right,w,0.0047140452079103,2268,374,True,335,39,1545,349,0.8957219251336899,0.489766081871345,0.6332703213610587
6030,0.2,False,0.004,64,True,vs_left,w,0.0047140452079103,2268,353,True,332,21,1563,352,0.9405099150141643,0.4853801169590643,0.6403085824493732
6030,0.2,False,0.004,64,True,difference,w,0.0047140452079103,2268,9,False,9,0,1584,675,1.0,0.013157894736842105,0.025974025974025976
6030,0.2,False,0.004,64,False,baseline,w,0.0025,8064,12,False,0,12,7368,684,0.0,0.0,
6030,0.2,False,0.004,64,False,vs_right,w,0.0025,8064,841,True,305,536,6844,379,0.3626634958382878,0.44590643274853803,0.4000000000000001
6030,0.2,False,0.004,64,False,vs_left,w,0.0025,8064,857,True,302,555,6825,382,0.352392065344224,0.4415204678362573,0.3919532770927969
6030,0.2,False,0.004,64,False,difference,w,0.0025,8064,24,False,3,21,7359,681,0.125,0.0043859649122807015,0.008474576271186439
6030,0.2,False,0.004,31,True,baseline,w,0.0070710678118654,1008,2,False,2,0,704,302,1.0,0.006578947368421052,0.013071895424836602
6030,0.2,False,0.004,31,True,vs_right,w,0.0070710678118654,1008,174,True,148,26,678,156,0.8505747126436781,0.4868421052631579,0.6192468619246863
6030,0.2,False,0.004,31,True,vs_left,w,0.0070710678118654,1008,157,True,142,15,689,162,0.9044585987261147,0.46710526315789475,0.6160520607375272
6030,0.2,False,0.004,31,True,difference,w,0.0070710678118654,1008,8,False,5,3,701,299,0.625,0.01644736842105263,0.03205128205128205
6030,0.2,False,0.004,31,False,baseline,w,0.0035921060405354,3906,10,False,2,8,3594,302,0.2,0.006578947368421052,0.012738853503184712
6030,0.2,False,0.004,31,False,vs_right,w,0.0035921060405354,3906,435,True,133,302,3300,171,0.3057471264367816,0.4375,0.35994587280108253
6030,0.2,False,0.004,31,False,vs_left,w,0.0035921060405354,3906,450,True,129,321,3281,175,0.2866666666666667,0.4243421052631579,0.3421750663129974
6030,0.2,False,0.004,31,False,difference,w,0.0035921060405354,3906,21,False,5,16,3586,299,0.23809523809523808,0.01644736842105263,0.030769230769230767
6030,0.2,False,0.012,86,True,baseline,w,0.0065995459668556,1176,2,False,2,0,840,334,1.0,0.005952380952380952,0.011834319526627219
6030,0.2,False,0.012,86,True,vs_right,w,0.0065995459668556,1176,181,True,159,22,818,177,0.8784530386740331,0.4732142857142857,0.6150870406189555
6030,0.2,False,0.012,86,True,vs_left,w,0.0065995459668556,1176,170,True,166,4,836,170,0.9764705882352941,0.49404761904761907,0.6561264822134387
6030,0.2,False,0.012,86,True,difference,w,0.0065995459668556,1176,2,False,2,0,840,334,1.0,0.005952380952380952,0.011834319526627219
6030,0.2,False,0.012,86,False,baseline,w,0.0037656837841065,3612,0,False,0,0,3276,336,1.0,0.0,0.0
6030,0.2,False,0.012,86,False,vs_right,w,0.0037656837841065,3612,393,True,151,242,3034,185,0.3842239185750636,0.4494047619047619,0.4142661179698217
6030,0.2,False,0.012,86,False,vs_left,w,0.0037656837841065,3612,393,True,146,247,3029,190,0.37150127226463103,0.43452380952380953,0.4005486968449931
6030,0.2,False,0.012,86,False,difference,w,0.0037656837841065,3612,13,False,2,11,3265,334,0.15384615384615385,0.005952380952380952,0.011461318051575931
6030,0.2,False,0.012,64,True,baseline,w,0.0082310799720799,756,2,False,2,0,540,214,1.0,0.009259259259259259,0.018348623853211007
6030,0.2,False,0.012,64,True,vs_right,w,0.0082310799720799,756,133,True,113,20,520,103,0.849624060150376,0.5231481481481481,0.6475644699140402
6030,0.2,False,0.012,64,True,vs_left,w,0.0082310799720799,756,120,True,116,4,536,100,0.9666666666666667,0.5370370370370371,0.6904761904761905
6030,0.2,False,0.012,64,True,difference,w,0.0082310799720799,756,2,False,2,0,540,214,1.0,0.009259259259259259,0.018348623853211007
6030,0.2,False,0.012,64,False,baseline,w,0.0043651893485598,2688,0,False,0,0,2472,216,1.0,0.0,0.0
6030,0.2,False,0.012,64,False,vs_right,w,0.0043651893485598,2688,306,True,109,197,2275,107,0.3562091503267974,0.5046296296296297,0.417624521072797
6030,0.2,False,0.012,64,False,vs_left,w,0.0043651893485598,2688,300,True,103,197,2275,113,0.3433333333333333,0.47685185185185186,0.39922480620155043
6030,0.2,False,0.012,64,False,difference,w,0.0043651893485598,2688,13,False,2,11,2461,214,0.15384615384615385,0.009259259259259259,0.017467248908296946
6030,0.2,False,0.012,31,True,baseline,w,0.0123466199581198,336,0,False,0,0,240,96,1.0,0.0,0.0
6030,0.2,False,0.012,31,True,vs_right,w,0.0123466199581198,336,64,True,50,14,226,46,0.78125,0.5208333333333334,0.625
6030,0.2,False,0.012,31,True,vs_left,w,0.0123466199581198,336,58,True,52,6,234,44,0.896551724137931,0.5416666666666666,0.6753246753246753
6030,0.2,False,0.012,31,True,difference,w,0.0123466199581198,336,1,False,0,1,239,96,0.0,0.0,
6030,0.2,False,0.012,31,False,baseline,w,0.0062720892108172,1302,0,False,0,0,1206,96,1.0,0.0,0.0
6030,0.2,False,0.012,31,False,vs_right,w,0.0062720892108172,1302,156,True,47,109,1097,49,0.30128205128205127,0.4895833333333333,0.37301587301587297
6030,0.2,False,0.012,31,False,vs_left,w,0.0062720892108172,1302,164,True,47,117,1089,49,0.2865853658536585,0.4895833333333333,0.36153846153846153
6030,0.2,False,0.012,31,False,difference,w,0.0062720892108172,1302,7,False,0,7,1199,96,0.0,0.0,
6030,0.2,False,0.02,86,True,baseline,w,0.0084515425472851,728,0,False,0,0,504,224,1.0,0.0,0.0
6030,0.2,False,0.02,86,True,vs_right,w,0.0084515425472851,728,99,True,91,8,496,133,0.9191919191919192,0.40625,0.563467492260062
6030,0.2,False,0.02,86,True,vs_left,w,0.0084515425472851,728,88,True,88,0,504,136,1.0,0.39285714285714285,0.5641025641025641
6030,0.2,False,0.02,86,True,difference,w,0.0084515425472851,728,0,False,0,0,504,224,1.0,0.0,0.0
6030,0.2,False,0.02,86,False,baseline,w,0.0048224282217041,2236,0,False,0,0,2012,224,1.0,0.0,0.0
6030,0.2,False,0.02,86,False,vs_right,w,0.0048224282217041,2236,201,True,87,114,1898,137,0.43283582089552236,0.38839285714285715,0.40941176470588236
6030,0.2,False,0.02,86,False,vs_left,w,0.0048224282217041,2236,170,True,72,98,1914,152,0.4235294117647059,0.32142857142857145,0.3654822335025381
6030,0.2,False,0.02,86,False,difference,w,0.0048224282217041,2236,1,False,0,1,2011,224,0.0,0.0,
6030,0.2,False,0.02,64,True,baseline,w,0.0105409255338945,468,0,False,0,0,324,144,1.0,0.0,0.0
6030,0.2,False,0.02,64,True,vs_right,w,0.0105409255338945,468,75,True,65,10,314,79,0.8666666666666667,0.4513888888888889,0.5936073059360731
6030,0.2,False,0.02,64,True,vs_left,w,0.0105409255338945,468,64,True,64,0,324,80,1.0,0.4444444444444444,0.6153846153846153
6030,0.2,False,0.02,64,True,difference,w,0.0105409255338945,468,1,False,0,1,323,144,0.0,0.0,
6030,0.2,False,0.02,64,False,baseline,w,0.0055901699437494,1664,2,False,0,2,1518,144,0.0,0.0,
6030,0.2,False,0.02,64,False,vs_right,w,0.0055901699437494,1664,161,True,63,98,1422,81,0.391304347826087,0.4375,0.4131147540983607
6030,0.2,False,0.02,64,False,vs_left,w,0.0055901699437494,1664,128,True,52,76,1444,92,0.40625,0.3611111111111111,0.38235294117647056
6030,0.2,False,0.02,64,False,difference,w,0.0055901699437494,1664,1,False,0,1,1519,144,0.0,0.0,
6030,0.2,False,0.02,31,True,baseline,w,0.0158113883008418,208,2,False,2,0,144,62,1.0,0.03125,0.06060606060606061
6030,0.2,False,0.02,31,True,vs_right,w,0.0158113883008418,208,37,True,28,9,135,36,0.7567567567567568,0.4375,0.5544554455445544
6030,0.2,False,0.02,31,True,vs_left,w,0.0158113883008418,208,33,True,33,0,144,31,1.0,0.515625,0.6804123711340206
6030,0.2,False,0.02,31,True,difference,w,0.0158113883008418,208,1,False,0,1,143,64,0.0,0.0,
6030,0.2,False,0.02,31,False,baseline,w,0.0080321932890249,806,2,False,0,2,740,64,0.0,0.0,
6030,0.2,False,0.02,31,False,vs_right,w,0.0080321932890249,806,82,True,27,55,687,37,0.32926829268292684,0.421875,0.3698630136986301
6030,0.2,False,0.02,31,False,vs_left,w,0.0080321932890249,806,79,True,23,56,686,41,0.2911392405063291,0.359375,0.32167832167832167
6030,0.2,False,0.02,31,False,difference,w,0.0080321932890249,806,3,False,0,3,739,64,0.0,0.0,
6020,0.1,True,0.004,86,True,baseline,w,0.0037796447300922,3528,0,False,0,0,2464,1064,1.0,0.0,0.0
6020,0.1,True,0.004,86,True,vs_right,w,0.0037796447300922,3528,400,True,388,12,2452,676,0.97,0.36466165413533835,0.5300546448087432
6020,0.1,True,0.004,86,True,vs_left,w,0.0037796447300922,3528,424,True,416,8,2456,648,0.9811320754716981,0.39097744360902253,0.5591397849462365
6020,0.1,True,0.004,86,True,difference,w,0.0037796447300922,3528,33,False,19,14,2450,1045,0.5757575757575758,0.017857142857142856,0.034639927073837735
6020,0.1,True,0.004,86,False,baseline,w,0.0021566554640687,10836,17,False,0,17,9755,1064,0.0,0.0,
6020,0.1,True,0.004,86,False,vs_right,w,0.0021566554640687,10836,603,True,331,272,9500,733,0.548922056384743,0.31109022556390975,0.397120575884823
6020,0.1,True,0.004,86,False,vs_left,w,0.0021566554640687,10836,596,True,371,225,9547,693,0.62248322147651,0.34868421052631576,0.44698795180722883
6020,0.1,True,0.004,86,False,difference,w,0.0021566554640687,10836,36,False,15,21,9751,1049,0.4166666666666667,0.014097744360902255,0.027272727272727268
6020,0.1,True,0.004,64,True,baseline,w,0.0047140452079103,2268,0,False,0,0,1584,684,1.0,0.0,0.0
6020,0.1,True,0.004,64,True,vs_right,w,0.0047140452079103,2268,311,True,306,5,1579,378,0.9839228295819936,0.4473684210526316,0.6150753768844222
6020,0.1,True,0.004,64,True,vs_left,w,0.0047140452079103,2268,301,True,293,8,1576,391,0.973421926910299,0.4283625730994152,0.5949238578680204
6020,0.1,True,0.004,64,True,difference,w,0.0047140452079103,2268,18,False,11,7,1577,673,0.6111111111111112,0.01608187134502924,0.031339031339031334
6020,0.1,True,0.004,64,False,baseline,w,0.0025,8064,17,False,0,17,7363,684,0.0,0.0,
6020,0.1,True,0.004,64,False,vs_right,w,0.0025,8064,468,True,260,208,7172,424,0.5555555555555556,0.38011695906432746,0.4513888888888889
6020,0.1,True,0.004,64,False,vs_left,w,0.0025,8064,450,True,268,182,7198,416,0.5955555555555555,0.391812865497076,0.472663139329806
6020,0.1,True,0.004,64,False,difference,w,0.0025,8064,24,False,3,21,7359,681,0.125,0.0043859649122807015,0.008474576271186439
6020,0.1,True,0.004,31,True,baseline,w,0.0070710678118654,1008,2,False,0,2,702,304,0.0,0.0,
6020,0.1,True,0.004,31,True,vs_right,w,0.0070710678118654,1008,137,True,133,4,700,171,0.9708029197080292,0.4375,0.6031746031746031
6020,0.1,True,0.004,31,True,vs_left,w,0.0070710678118654,1008,127,True,125,2,702,179,0.984251968503937,0.41118421052631576,0.580046403712297
6020,0.1,True,0.004,31,True,difference,w,0.0070710678118654,1008,13,False,7,6,698,297,0.5384615384615384,0.023026315789473683,0.04416403785488959
6020,0.1,True,0.004,31,False,baseline,w,0.0035921060405354,3906,7,False,0,7,3595,304,0.0,0.0,
6020,0.1,True,0.004,31,False,vs_right,w,0.0035921060405354,3906,231,True,115,116,3486,189,0.49783549783549785,0.3782894736842105,0.42990654205607476
6020,0.1,True,0.004,31,False,vs_left,w,0.0035921060405354,3906,234,True,113,121,3481,191,0.4829059829059829,0.3717105263157895,0.42007434944237926
6020,0.1,True,0.004,31,False,difference,w,0.0035921060405354,3906,14,False,0,14,3588,304,0.0,0.0,
6020,0.1,True,0.012,86,True,baseline,w,0.0065995459668556,1176,0,False,0,0,840,336,1.0,0.0,0.0
6020,0.1,True,0.012,86,True,vs_right,w,0.0065995459668556,1176,138,True,133,5,835,203,0.9637681159420289,0.3958333333333333,0.561181434599156
6020,0.1,True,0.012,86,True,vs_left,w,0.0065995459668556,1176,149,True,149,0,840,187,1.0,0.44345238095238093,0.6144329896907216
6020,0.1,True,0.012,86,True,difference,w,0.0065995459668556,1176,12,False,8,4,836,328,0.6666666666666666,0.023809523809523808,0.04597701149425287
6020,0.1,True,0.012,86,False,baseline,w,0.0037656837841065,3612,2,False,0,2,3274,336,0.0,0.0,
6020,0.1,True,0.012,86,False,vs_right,w,0.0037656837841065,3612,216,True,119,97,3179,217,0.5509259259259259,0.3541666666666667,0.4311594202898551
6020,0.1,True,0.012,86,False,vs_left,w,0.0037656837841065,3612,215,True,131,84,3192,205,0.6093023255813953,0.3898809523809524,0.47549909255898365
6020,0.1,True,0.012,86,False,difference,w,0.0037656837841065,3612,8,False,6,2,3274,330,0.75,0.017857142857142856,0.03488372093023255
6020,0.1,True,0.012,64,True,baseline,w,0.0082310799720799,756,0,False,0,0,540,216,1.0,0.0,0.0
6020,0.1,True,0.012,64,True,vs_right,w,0.0082310799720799,756,108,True,105,3,537,111,0.9722222222222222,0.4861111111111111,0.6481481481481481
6020,0.1,True,0.012,64,True,vs_left,w,0.0082310799720799,756,106,True,106,0,540,110,1.0,0.49074074074074076,0.6583850931677019
6020,0.1,True,0.012,64,True,difference,w,0.0082310799720799,756,4,False,2,2,538,214,0.5,0.009259259259259259,0.01818181818181818
6020,0.1,True,0.012,64,False,baseline,w,0.0043651893485598,2688,2,False,0,2,2470,216,0.0,0.0,
6020,0.1,True,0.012,64,False,vs_right,w,0.0043651893485598,2688,163,True,93,70,2402,123,0.5705521472392638,0.4305555555555556,0.4907651715039578
6020,0.1,True,0.012,64,False,vs_left,w,0.0043651893485598,2688,161,True,91,70,2402,125,0.5652173913043478,0.4212962962962963,0.48275862068965514
6020,0.1,True,0.012,64,False,difference,w,0.0043651893485598,2688,2,False,2,0,2472,214,1.0,0.009259259259259259,0.018348623853211007
6020,0.1,True,0.012,31,True,baseline,w,0.0123466199581198,336,0,False,0,0,240,96,1.0,0.0,0.0
6020,0.1,True,0.012,31,True,vs_right,w,0.0123466199581198,336,49,True,46,3,237,50,0.9387755102040817,0.4791666666666667,0.6344827586206897
6020,0.1,True,0.012,31,True,vs_left,w,0.0123466199581198,336,48,True,48,0,240,48,1.0,0.5,0.6666666666666666
6020,0.1,True,0.012,31,True,difference,w,0.0123466199581198,336,2,False,2,0,240,94,1.0,0.020833333333333332,0.04081632653061225
6020,0.1,True,0.012,31,False,baseline,w,0.0062720892108172,1302,0,False,0,0,1206,96,1.0,0.0,0.0
6020,0.1,True,0.012,31,False,vs_right,w,0.0062720892108172,1302,83,True,42,41,1165,54,0.5060240963855421,0.4375,0.4692737430167597
6020,0.1,True,0.012,31,False,vs_left,w,0.0062720892108172,1302,82,True,40,42,1164,56,0.4878048780487805,0.4166666666666667,0.44943820224719094
6020,0.1,True,0.012,31,False,difference,w,0.0062720892108172,1302,2,False,0,2,1204,96,0.0,0.0,
6020,0.1,True,0.02,86,True,baseline,w,0.0084515425472851,728,0,False,0,0,504,224,1.0,0.0,0.0
6020,0.1,True,0.02,86,True,vs_right,w,0.0084515425472851,728,74,True,74,0,504,150,1.0,0.33035714285714285,0.4966442953020134
6020,0.1,True,0.02,86,True,vs_left,w,0.0084515425472851,728,70,True,70,0,504,154,1.0,0.3125,0.47619047619047616
6020,0.1,True,0.02,86,True,difference,w,0.0084515425472851,728,4,False,2,2,502,222,0.5,0.008928571428571428,0.017543859649122806
6020,0.1,True,0.02,86,False,baseline,w,0.0048224282217041,2236,0,False,0,0,2012,224,1.0,0.0,0.0
6020,0.1,True,0.02,86,False,vs_right,w,0.0048224282217041,2236,108,False,66,42,1970,158,0.6111111111111112,0.29464285714285715,0.39759036144578314
6020,0.1,True,0.02,86,False,vs_left,w,0.0048224282217041,2236,94,False,63,31,1981,161,0.6702127659574468,0.28125,0.39622641509433965
6020,0.1,True,0.02,86,False,difference,w,0.0048224282217041,2236,0,False,0,0,2012,224,1.0,0.0,0.0
6020,0.1,True,0.02,64,True,baseline,w,0.0105409255338945,468,0,False,0,0,324,144,1.0,0.0,0.0
6020,0.1,True,0.02,64,True,vs_right,w,0.0105409255338945,468,61,True,59,2,322,85,0.9672131147540983,0.4097222222222222,0.5756097560975609
6020,0.1,True,0.02,64,True,vs_left,w,0.0105409255338945,468,51,True,51,0,324,93,1.0,0.3541666666666667,0.5230769230769231
6020,0.1,True,0.02,64,True,difference,w,0.0105409255338945,468,0,False,0,0,324,144,1.0,0.0,0.0
6020,0.1,True,0.02,64,False,baseline,w,0.0055901699437494,1664,0,False,0,0,1520,144,1.0,0.0,0.0
6020,0.1,True,0.02,64,False,vs_right,w,0.0055901699437494,1664,86,True,52,34,1486,92,0.6046511627906976,0.3611111111111111,0.4521739130434782
6020,0.1,True,0.02,64,False,vs_left,w,0.0055901699437494,1664,67,False,40,27,1493,104,0.5970149253731343,0.2777777777777778,0.37914691943127965
6020,0.1,True,0.02,64,False,difference,w,0.0055901699437494,1664,0,False,0,0,1520,144,1.0,0.0,0.0
6020,0.1,True,0.02,31,True,baseline,w,0.0158113883008418,208,0,False,0,0,144,64,1.0,0.0,0.0
6020,0.1,True,0.02,31,True,vs_right,w,0.0158113883008418,208,28,True,28,0,144,36,1.0,0.4375,0.6086956521739131
6020,0.1,True,0.02,31,True,vs_left,w,0.0158113883008418,208,24,True,24,0,144,40,1.0,0.375,0.5454545454545454
6020,0.1,True,0.02,31,True,difference,w,0.0158113883008418,208,0,False,0,0,144,64,1.0,0.0,0.0
6020,0.1,True,0.02,31,False,baseline,w,0.0080321932890249,806,0,False,0,0,742,64,1.0,0.0,0.0
6020,0.1,True,0.02,31,False,vs_right,w,0.0080321932890249,806,43,True,22,21,721,42,0.5116279069767442,0.34375,0.411214953271028
6020,0.1,True,0.02,31,False,vs_left,w,0.0080321932890249,806,39,False,17,22,720,47,0.4358974358974359,0.265625,0.3300970873786408
6020,0.1,True,0.02,31,False,difference,w,0.0080321932890249,806,2,False,0,2,740,64,0.0,0.0,
6020,0.1,False,0.004,86,True,baseline,w,0.0037796447300922,3528,11,False,1,10,2454,1063,0.09090909090909091,0.0009398496240601503,0.0018604651162790694
6020,0.1,False,0.004,86,True,vs_right,w,0.0037796447300922,3528,349,True,335,14,2450,729,0.9598853868194842,0.3148496240601504,0.4741684359518754
6020,0.1,False,0.004,86,True,vs_left,w,0.0037796447300922,3528,375,True,373,2,2462,691,0.9946666666666667,0.3505639097744361,0.5184155663655317
6020,0.1,False,0.004,86,True,difference,w,0.0037796447300922,3528,18,False,16,2,2462,1048,0.8888888888888888,0.015037593984962405,0.029574861367837338
6020,0.1,False,0.004,86,False,baseline,w,0.0021566554640687,10836,17,False,1,16,9756,1063,0.058823529411764705,0.0009398496240601503,0.0018501387604070304
6020,0.1,False,0.004,86,False,vs_right,w,0.0021566554640687,10836,520,False,296,224,9548,768,0.5692307692307692,0.2781954887218045,0.37373737373737365
6020,0.1,False,0.004,86,False,vs_left,w,0.0021566554640687,10836,493,False,327,166,9606,737,0.6632860040567952,0.3073308270676692,0.4200385356454721
6020,0.1,False,0.004,86,False,difference,w,0.0021566554640687,10836,20,False,12,8,9764,1052,0.6,0.011278195488721804,0.02214022140221402
6020,0.1,False,0.004,64,True,baseline,w,0.0047140452079103,2268,2,False,0,2,1582,684,0.0,0.0,
6020,0.1,False,0.004,64,True,vs_right,w,0.0047140452079103,2268,279,True,264,15,1569,420,0.946236559139785,0.38596491228070173,0.5482866043613708
6020,0.1,False,0.004,64,True,vs_left,w,0.0047140452079103,2268,279,True,277,2,1582,407,0.992831541218638,0.40497076023391815,0.5752855659397715
6020,0.1,False,0.004,64,True,difference,w,0.0047140452079103,2268,12,False,12,0,1584,672,1.0,0.017543859649122806,0.034482758620689655
6020,0.1,False,0.004,64,False,baseline,w,0.0025,8064,8,False,0,8,7372,684,0.0,0.0,
6020,0.1,False,0.004,64,False,vs_right,w,0.0025,8064,427,True,226,201,7179,458,0.5292740046838408,0.3304093567251462,0.4068406840684069
6020,0.1,False,0.004,64,False,vs_left,w,0.0025,8064,386,False,238,148,7232,446,0.616580310880829,0.347953216374269,0.44485981308411215
6020,0.1,False,0.004,64,False,difference,w,0.0025,8064,16,False,10,6,7374,674,0.625,0.014619883040935672,0.02857142857142857
6020,0.1,False,0.004,31,True,baseline,w,0.0070710678118654,1008,0,False,0,0,704,304,1.0,0.0,0.0
6020,0.1,False,0.004,31,True,vs_right,w,0.0070710678118654,1008,130,True,118,12,692,186,0.9076923076923077,0.3881578947368421,0.543778801843318
6020,0.1,False,0.004,31,True,vs_left,w,0.0070710678118654,1008,132,True,129,3,701,175,0.9772727272727273,0.4243421052631579,0.591743119266055
6020,0.1,False,0.004,31,True,difference,w,0.0070710678118654,1008,8,False,8,0,704,296,1.0,0.02631578947368421,0.05128205128205127
6020,0.1,False,0.004,31,False,baseline,w,0.0035921060405354,3906,6,False,0,6,3596,304,0.0,0.0,
