window_size,density,local,condition,test,channel_count,time_count,total_count,amp,noise
20,31,TRUE,vs_right,sw,7,6,6,8030,0.2
20,31,TRUE,vs_left,sw,7,8,8,8030,0.2
20,31,TRUE,difference,sw,0,0,0,8030,0.2
20,31,FALSE,baseline,sw,0,0,0,8030,0.2
20,31,FALSE,vs_right,sw,26,6,6,8030,0.2
20,31,FALSE,vs_left,sw,26,8,8,8030,0.2
20,31,FALSE,difference,sw,0,0,0,8030,0.2
4,86,TRUE,baseline,sw,2,6,6,8040,0.1
4,86,TRUE,vs_right,sw,27,55,55,8040,0.1
4,86,TRUE,vs_left,sw,25,39,39,8040,0.1
4,86,TRUE,difference,sw,11,29,29,8040,0.1
4,86,FALSE,baseline,sw,4,7,7,8040,0.1
4,86,FALSE,vs_right,sw,78,55,55,8040,0.1
4,86,FALSE,vs_left,sw,74,59,59,8040,0.1
4,86,FALSE,difference,sw,18,36,36,8040,0.1
4,64,TRUE,baseline,sw,1,3,3,8040,0.1
4,64,TRUE,vs_right,sw,18,51,51,8040,0.1
4,64,TRUE,vs_left,sw,17,41,41,8040,0.1
4,64,TRUE,difference,sw,9,23,23,8040,0.1
4,64,FALSE,baseline,sw,3,6,6,8040,0.1
4,64,FALSE,vs_right,sw,58,53,53,8040,0.1
4,64,FALSE,vs_left,sw,55,53,53,8040,0.1
4,64,FALSE,difference,sw,13,30,30,8040,0.1
4,31,TRUE,baseline,sw,1,3,3,8040,0.1
4,31,TRUE,vs_right,sw,8,46,46,8040,0.1
4,31,TRUE,vs_left,sw,7,41,41,8040,0.1
4,31,TRUE,difference,sw,5,26,26,8040,0.1
4,31,FALSE,baseline,sw,1,3,3,8040,0.1
4,31,FALSE,vs_right,sw,27,52,52,8040,0.1
4,31,FALSE,vs_left,sw,26,41,41,8040,0.1
4,31,FALSE,difference,sw,9,23,23,8040,0.1
20,86,TRUE,baseline,sw,0,0,0,8040,0.1
20,86,TRUE,vs_right,sw,22,7,7,8040,0.1
20,86,TRUE,vs_left,sw,24,7,7,8040,0.1
20,86,TRUE,difference,sw,1,2,2,8040,0.1
20,86,FALSE,baseline,sw,0,0,0,8040,0.1
20,86,FALSE,vs_right,sw,54,7,7,8040,0.1
20,86,FALSE,vs_left,sw,62,8,8,8040,0.1
20,86,FALSE,difference,sw,1,2,2,8040,0.1
20,64,TRUE,baseline,sw,0,0,0,8040,0.1
20,64,TRUE,vs_right,sw,16,7,7,8040,0.1
20,64,TRUE,vs_left,sw,17,8,8,8040,0.1
20,64,TRUE,difference,sw,0,0,0,8040,0.1
20,64,FALSE,baseline,sw,0,0,0,8040,0.1
20,64,FALSE,vs_right,sw,41,7,7,8040,0.1
20,64,FALSE,vs_left,sw,47,8,8,8040,0.1
20,64,FALSE,difference,sw,0,0,0,8040,0.1
20,31,TRUE,baseline,sw,0,0,0,8040,0.1
20,31,TRUE,vs_right,sw,7,8,8,8040,0.1
20,31,TRUE,vs_left,sw,7,8,8,8040,0.1
20,31,TRUE,difference,sw,0,0,0,8040,0.1
20,31,FALSE,baseline,sw,0,0,0,8040,0.1
20,31,FALSE,vs_right,sw,18,7,7,8040,0.1
20,31,FALSE,vs_left,sw,22,9,9,8040,0.1
20,31,FALSE,difference,sw,0,0,0,8040,0.1
4,86,TRUE,baseline,sw,3,10,10,8040,0.2
4,86,TRUE,vs_right,sw,27,38,38,8040,0.2
4,86,TRUE,vs_left,sw,27,26,26,8040,0.2
4,86,TRUE,difference,sw,6,13,13,8040,0.2
4,86,FALSE,baseline,sw,5,13,13,8040,0.2
4,86,FALSE,vs_right,sw,68,46,46,8040,0.2
4,86,FALSE,vs_left,sw,62,34,34,8040,0.2
4,86,FALSE,difference,sw,7,22,22,8040,0.2
4,64,TRUE,baseline,sw,1,2,2,8040,0.2
4,64,TRUE,vs_right,sw,18,29,29,8040,0.2
4,64,TRUE,vs_left,sw,18,15,15,8040,0.2
4,64,TRUE,difference,sw,4,8,8,8040,0.2
4,64,FALSE,baseline,sw,4,9,9,8040,0.2
4,64,FALSE,vs_right,sw,51,38,38,8040,0.2
4,64,FALSE,vs_left,sw,47,25,25,8040,0.2
4,64,FALSE,difference,sw,5,21,21,8040,0.2
4,31,TRUE,baseline,sw,1,2,2,8040,0.2
4,31,TRUE,vs_right,sw,8,32,32,8040,0.2
4,31,TRUE,vs_left,sw,8,17,17,8040,0.2
4,31,TRUE,difference,sw,4,13,13,8040,0.2
4,31,FALSE,baseline,sw,4,10,10,8040,0.2
4,31,FALSE,vs_right,sw,27,41,41,8040,0.2
4,31,FALSE,vs_left,sw,25,23,23,8040,0.2
4,31,FALSE,difference,sw,5,16,16,8040,0.2
20,86,TRUE,baseline,sw,1,2,2,8040,0.2
20,86,TRUE,vs_right,sw,21,5,5,8040,0.2
20,86,TRUE,vs_left,sw,18,3,3,8040,0.2
20,86,TRUE,difference,sw,2,1,1,8040,0.2
20,86,FALSE,baseline,sw,0,0,0,8040,0.2
20,86,FALSE,vs_right,sw,28,5,5,8040,0.2
20,86,FALSE,vs_left,sw,25,5,5,8040,0.2
20,86,FALSE,difference,sw,2,3,3,8040,0.2
20,64,TRUE,baseline,sw,0,0,0,8040,0.2
20,64,TRUE,vs_right,sw,15,5,5,8040,0.2
20,64,TRUE,vs_left,sw,16,2,2,8040,0.2
20,64,TRUE,difference,sw,2,1,1,8040,0.2
20,64,FALSE,baseline,sw,0,0,0,8040,0.2
20,64,FALSE,vs_right,sw,24,6,6,8040,0.2
20,64,FALSE,vs_left,sw,21,5,5,8040,0.2
20,64,FALSE,difference,sw,2,3,3,8040,0.2
20,31,TRUE,baseline,sw,0,0,0,8040,0.2
20,31,TRUE,vs_right,sw,7,6,6,8040,0.2
20,31,TRUE,vs_left,sw,8,3,3,8040,0.2
20,31,TRUE,difference,sw,1,1,1,8040,0.2
20,31,FALSE,baseline,sw,0,0,0,8040,0.2
20,31,FALSE,vs_right,sw,17,5,5,8040,0.2
20,31,FALSE,vs_left,sw,14,2,2,8040,0.2
20,31,FALSE,difference,sw,2,3,3,8040,0.2
